,Unnamed: 0,course_type,course_name,course_link,uni_name,german_cities_x,tution_fee,lang_of_instr,dura_of_study,semester_beginning,online_course_elemen,online_subject_el,oline_e_learning_type,german_cities_dup,german_cities_y,german_states
141,142,Bachelor's degree,"Information Management, Bachelor of Arts (Bilingual)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6563/,Hochschule Hannover - University of Applied Sciences and Arts ,Hannover,none,"German, English",8 semesters,"Winter semester, Summer semester",,,,Hanover,Hanover,Lower Saxony
142,143,Bachelor's degree,Information Systems (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7070/,International School of Management (ISM) ,Dortmund,"5.280,00",English,6 semesters,"Winter semester, Summer semester",,,,Dortmund,Dortmund,North Rhine-Westphalia
143,144,Bachelor's degree,Innovative Textiles,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4501/,Hof University of Applied Sciences ,Münchberg,"1.500,00",English,7 semesters,Winter semester,,,,Münchberg,Münchberg,Bavaria
144,145,Bachelor's degree,Integrated Design (Bachelor of Arts),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4040/,TH Köln (University of Applied Sciences) ,Köln,none,"German, English",7 semesters,Winter semester,,,,Cologne,Cologne,North Rhine-Westphalia
145,146,Bachelor's degree,"Intercultural Theology, Migration and Global Cooperation (ITMGC)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4755/,University of Applied Sciences for Intercultural Theology Hermannsburg ,Hermannsburg,"500,00",English,6 semesters,Winter semester,,,,Hanover,Hanover,Lower Saxony
146,147,Bachelor's degree,International and European Governance,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4314/,University of Münster ,Münster,varied,"German, English, French",More than 9 semesters,Winter semester,,,,Münster,Münster,North Rhine-Westphalia
147,148,Bachelor's degree,International Business & Management (IBM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5651/,Fulda University of Applied Sciences ,Fulda,none,English,7 semesters,Winter semester,,,,Fulda,Fulda,Hesse
148,149,Bachelor's degree,International Business (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4331/,Karlshochschule International University ,Karlsruhe,"4.140,00",English,6 semesters,Winter semester,,,,Karlsruhe,Karlsruhe,Baden-Württemberg
149,150,Bachelor's degree,International Business (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4369/,SRH University Heidelberg ,Heidelberg,"4.020,00",English,6 semesters,Winter semester,,,,Heidelberg,Heidelberg,Baden-Württemberg
150,151,Bachelor's degree,International Business (BA) full-time,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6358/,OTH Amberg-Weiden ,Weiden in der Oberpfalz,none,English,7 semesters,"Winter semester, Summer semester",,,,Weiden in der Oberpfalz,Weiden in der Oberpfalz,Bavaria
151,152,Bachelor's degree,International Business (Bachelor of Arts),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6562/,htw saar - University of Applied Sciences ,Saarbrücken,none,English,6 semesters,Winter semester,,,,Saarbrücken,Saarbrücken,Saarland
152,153,Bachelor's degree,"International Business (Bachelor of Science, BSc)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3871/,Reutlingen University ,Reutlingen,varied,English,7 semesters,"Winter semester, Summer semester",,,,Reutlingen,Reutlingen,Baden-Württemberg
153,154,Bachelor's degree,International Business (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5225/,Hochschule Bonn-Rhein-Sieg ,Sankt Augustin,none,English,7 semesters,Winter semester,,,,Sankt Augustin,Sankt Augustin,North Rhine-Westphalia
154,155,Bachelor's degree,International Business Administration,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3730/,European University Viadrina ,Frankfurt (Oder),none,"German, English",6 semesters,Winter semester,,,,Frankfurt (Oder),Frankfurt (Oder),Brandenburg
155,156,Bachelor's degree,International Business Administration & Entrepreneurship (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4610/,Leuphana University Lüneburg ,Lüneburg,none,English,6 semesters,Winter semester,,,,Lüneburg,Lüneburg,Lower Saxony
156,157,Bachelor's degree,International Business Administration (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3838/,SRH Berlin University of Applied Sciences ,Berlin,"4.500,00",English,7 semesters,"Winter semester, Summer semester",,,,Berlin,Berlin,Berlin
157,158,Bachelor's degree,"International Business Administration, BA",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4211/,Rhine-Waal University of Applied Sciences ,Kamp-Lintfort,none,English,7 semesters,Winter semester,,,,Kamp-Lintfort,Kamp-Lintfort,North Rhine-Westphalia
158,159,Bachelor's degree,International Business and Economics (IBE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3811/,Otto von Guericke University Magdeburg ,Magdeburg,none,English,6 semesters,Winter semester,,,,Magdeburg,Magdeburg,Saxony-Anhalt
159,160,Bachelor's degree,"International Business and Management, BA",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4210/,Rhine-Waal University of Applied Sciences ,Kleve,none,English,7 semesters,Winter semester,,,,Kleve,Kleve,North Rhine-Westphalia
160,161,Bachelor's degree,International Business Information Systems (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6487/,Furtwangen University ,Furtwangen im Schwarzwald,varied,English,7 semesters,Summer semester,,,,Furtwangen im Schwarzwald,Furtwangen im Schwarzwald,Baden-Württemberg
161,162,Bachelor's degree,International Business Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3831/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,none,English,8 semesters,"Winter semester, Summer semester",,,,Berlin,Berlin,Berlin
162,163,Bachelor's degree,International Business Management (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5692/,Hochschule Fresenius - University of Applied Sciences ,Köln,"5.370,00",English,6 semesters,"Winter semester, Summer semester",,,,Cologne,Cologne,North Rhine-Westphalia
163,164,Bachelor's degree,International Business Management (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5693/,Hochschule Fresenius - University of Applied Sciences ,Berlin,"5.370,00",English,6 semesters,"Winter semester, Summer semester",,,,Berlin,Berlin,Berlin
164,165,Bachelor's degree,International Business Management (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5694/,Hochschule Fresenius - University of Applied Sciences ,München,"5.370,00",English,6 semesters,"Winter semester, Summer semester",,,,Munich,Munich,Bavaria
165,166,Bachelor's degree,International Business Management (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6958/,Hochschule Fresenius - University of Applied Sciences ,Düsseldorf,"5.370,00",English,6 semesters,"Winter semester, Summer semester",,,,Düsseldorf,Düsseldorf,North Rhine-Westphalia
166,167,Bachelor's degree,International Business Studies (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6913/,FAU Erlangen-Nürnberg ,Nürnberg,none,English,6 semesters,Winter semester,,,,Nuremberg,Nuremberg,Bavaria
167,168,Bachelor's degree,International Civil Engineering (ICE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7151/,Mainz University of Applied Sciences ,Mainz,none,"German, English",7 semesters,Winter semester,,,,Mainz,Mainz,Rhineland-Palatinate
168,169,Bachelor's degree,International Degree Programme – Shipping and Chartering BA,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5463/,Bremen University of Applied Sciences ,Bremen,none,English,7 semesters,Winter semester,,,,Bremen,Bremen,Bremen
169,170,Bachelor's degree,International Economic Studies (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6914/,FAU Erlangen-Nürnberg ,Nürnberg,none,English,6 semesters,Winter semester,,,,Nuremberg,Nuremberg,Bavaria
170,171,Bachelor's degree,International Forest Ecosystem Management (IFEM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6357/,University for Sustainable Development Eberswalde ,Eberswalde,none,"German, English",6 semesters,Winter semester,,,,Eberswalde,Eberswalde,Brandenburg
171,172,Bachelor's degree,International Health Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4883/,Fulda University of Applied Sciences ,Fulda,none,"German, English",7 semesters,Winter semester,,,,Fulda,Fulda,Hesse
172,173,Bachelor's degree,International Hotel Management (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4414/,SRH Berlin University of Applied Sciences ,Dresden,"3.540,00",English,7 semesters,"Winter semester, Summer semester",,,,Dresden,Dresden,Saxony
173,174,Bachelor's degree,International Information Systems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7126/,Augsburg University of Applied Sciences ,Augsburg,none,"German, English",7 semesters,Winter semester,,,,Augsburg,Augsburg,Bavaria
174,175,Bachelor's degree,International Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7079/,HWTK - University of Applied Sciences ,Berlin,"3.720,00",English,6 semesters,Winter semester,Online,,,Berlin,Berlin,Berlin
175,176,Bachelor's degree,International Management (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3619/,Osnabrück University of Applied Sciences ,Osnabrück,none,English,6 semesters,Winter semester,,,,Osnabrück,Osnabrück,Lower Saxony
176,177,Bachelor's degree,International Management (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3832/,Deggendorf Institute of Technology ,Deggendorf,none,English,7 semesters,Winter semester,,,,Deggendorf,Deggendorf,Bavaria
177,178,Bachelor's degree,International Management (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5259/,International School of Management (ISM) ,Dortmund,"5.280,00",English,6 semesters,"Winter semester, Summer semester",,,,Dortmund,Dortmund,North Rhine-Westphalia
178,179,Bachelor's degree,International Physics Studies Programme (IPSP),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3917/,Leipzig University ,Leipzig,none,English,6 semesters,Winter semester,,,,Leipzig,Leipzig,Saxony
179,180,Bachelor's degree,International Relations (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4629/,Karlshochschule International University ,Karlsruhe,"4.140,00",English,6 semesters,Winter semester,,,,Karlsruhe,Karlsruhe,Baden-Württemberg
180,181,Bachelor's degree,"International Relations, BA",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4216/,Rhine-Waal University of Applied Sciences ,Kleve,none,English,7 semesters,Winter semester,,,,Kleve,Kleve,North Rhine-Westphalia
181,182,Bachelor's degree,"International Taxation and Law, BA",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4217/,Rhine-Waal University of Applied Sciences ,Kleve,none,English,7 semesters,Winter semester,,,,Kleve,Kleve,North Rhine-Westphalia
182,183,Bachelor's degree,International Tourism Management / Health & Medical Tourism (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4595/,Deggendorf Institute of Technology ,Pfarrkirchen,none,"English, German",7 semesters,Winter semester,,,,Pfarrkirchen,Pfarrkirchen,Bavaria
183,184,Bachelor's degree,ISMN International Ship Management – Nautical Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4409/,Bremen University of Applied Sciences ,Bremen,none,"English, German",7 semesters,Winter semester,,,,Bremen,Bremen,Bremen
184,185,Bachelor's degree,Leisure and Tourism Management (LTM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6454/,Stralsund University of Applied Sciences ,Stralsund,none,"German, English",8 semesters,Winter semester,,,,Stralsund,Stralsund,Mecklenburg-Western Pomerania
185,186,Bachelor's degree,Liberal Arts and Sciences (BA/BSc) at University College Freiburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4368/,University of Freiburg ,Freiburg im Breisgau,varied,English,8 semesters,Winter semester,,,,Freiburg im Breisgau,Freiburg im Breisgau,Baden-Württemberg
186,187,Bachelor's degree,Management (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5279/,Karlshochschule International University ,Karlsruhe,"4.140,00","German, English",6 semesters,Winter semester,,,,Karlsruhe,Karlsruhe,Baden-Württemberg
187,188,Bachelor's degree,Management International (German-French Programme (BA and MA)),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3855/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,none,"German, English, French",More than 9 semesters,Winter semester,,,,Berlin,Berlin,Berlin
188,189,Bachelor's degree,Mechanical Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6151/,University of Duisburg-Essen ,Duisburg,none,"German, English",6 semesters,Winter semester,,,,Duisburg,Duisburg,North Rhine-Westphalia
189,190,Bachelor's degree,"Mechanical Engineering, BSc",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4219/,Rhine-Waal University of Applied Sciences ,Kleve,none,English,7 semesters,Winter semester,,,,Kleve,Kleve,North Rhine-Westphalia
190,191,Bachelor's degree,"Mechatronic Systems Engineering, BSc",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4220/,Rhine-Waal University of Applied Sciences ,Kleve,none,English,7 semesters,Winter semester,,,,Kleve,Kleve,North Rhine-Westphalia
191,192,Bachelor's degree,Mechatronics and Robotics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6265/,Heilbronn University of Applied Sciences ,Heilbronn,"1.500,00","German, English",7 semesters,Winter semester,,,,Heilbronn,Heilbronn,Baden-Württemberg
192,193,Bachelor's degree,Metallurgy and Metal Forming,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6152/,University of Duisburg-Essen ,Duisburg,none,"German, English",6 semesters,Winter semester,,,,Duisburg,Duisburg,North Rhine-Westphalia
193,194,Bachelor's degree,"Mobility and Logistics, BSc",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4222/,Rhine-Waal University of Applied Sciences ,Kamp-Lintfort,none,English,7 semesters,Winter semester,,,,Kamp-Lintfort,Kamp-Lintfort,North Rhine-Westphalia
194,195,Bachelor's degree,"Modern China, Bachelor of Arts (BA)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6088/,Julius-Maximilians-Universität Würzburg ,Würzburg,,"German, English, Chinese",6 semesters,Winter semester,,,,Würzburg,Würzburg,Bavaria
195,196,Bachelor's degree,Motion Pictures,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6224/,Hochschule Darmstadt University of Applied Sciences ,Dieburg,none,"German, English",7 semesters,Winter semester,,,,Dieburg,Dieburg,Hesse
196,197,Bachelor's degree,Music Production (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7002/,SRH Berlin University of Applied Sciences ,Berlin,"4.500,00",English,7 semesters,Summer semester,,,,Berlin,Berlin,Berlin
197,198,Bachelor's degree,Nautical Science (Nautik und Seeverkehr),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6918/,Hochschule Emden/Leer - University of Applied Sciences ,Leer (Ostfriesland),none,"German, English",8 semesters,Summer semester,,,,Leer,Leer,Lower Saxony
198,199,Bachelor's degree,Photography (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6216/,SRH Berlin University of Applied Sciences ,Berlin,"4.500,00",English,7 semesters,"Winter semester, Summer semester",,,,Berlin,Berlin,Berlin
199,200,Bachelor's degree,Physical Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5220/,University of Applied Sciences Ravensburg-Weingarten ,Weingarten,"1.500,00","German, English",7 semesters,Summer semester,,,,Weingarten,Weingarten,Baden-Württemberg
200,201,Bachelor's degree,Political Science (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6962/,Leuphana University Lüneburg ,Lüneburg,none,English,6 semesters,Winter semester,,,,Lüneburg,Lüneburg,Lower Saxony
201,202,Bachelor's degree,"Politics, Philosophy and Economics (BA)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5645/,Karlshochschule International University ,Karlsruhe,"4.140,00",English,6 semesters,Winter semester,,,,Karlsruhe,Karlsruhe,Baden-Württemberg
202,203,Bachelor's degree,Popular Music (BMus),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6220/,SRH Berlin University of Applied Sciences ,Berlin,"4.500,00",English,7 semesters,Summer semester,,,,Berlin,Berlin,Berlin
203,204,Bachelor's degree,Print Media Technologies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6156/,Hochschule der Medien ,Stuttgart,varied,English,7 semesters,Winter semester,,,,Stuttgart,Stuttgart,Baden-Württemberg
204,205,Bachelor's degree,Psychology (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6961/,Leuphana University Lüneburg ,Lüneburg,none,English,6 semesters,Winter semester,,,,Lüneburg,Lüneburg,Lower Saxony
205,206,Bachelor's degree,Science & Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4754/,Fulda University of Applied Sciences ,Fulda,none,"German, English",8 semesters,Winter semester,,,,Fulda,Fulda,Hesse
206,207,Bachelor's degree,"Social Sciences (German-French), BA",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3835/,University of Stuttgart ,Stuttgart,varied,"German, French, English",6 semesters,Winter semester,,,,Stuttgart,Stuttgart,Baden-Württemberg
207,208,Bachelor's degree,Structural Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6153/,University of Duisburg-Essen ,Duisburg,none,"German, English",6 semesters,Winter semester,,,,Duisburg,Duisburg,North Rhine-Westphalia
208,209,Bachelor's degree,Studium Individuale (Bachelor's),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6308/,Leuphana University Lüneburg ,Lüneburg,none,English,6 semesters,Winter semester,,,,Lüneburg,Lüneburg,Lower Saxony
209,210,Bachelor's degree,"Supply Chain Management (BSc), full-time",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6425/,SRH University of Applied Sciences Hamm ,Hamm,"4.080,00",English,6 semesters,Winter semester,,,,Hamm,Hamm,North Rhine-Westphalia
210,211,Bachelor's degree,"Supply Chain Management (BSc), full-time",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6948/,SRH University of Applied Sciences Hamm ,Leverkusen,"4.080,00",English,6 semesters,Winter semester,,,,Leverkusen,Leverkusen,North Rhine-Westphalia
211,212,Bachelor's degree,"Sustainable Agriculture, BSc",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4212/,Rhine-Waal University of Applied Sciences ,Kleve,none,English,7 semesters,Winter semester,,,,Kleve,Kleve,North Rhine-Westphalia
212,213,Bachelor's degree,Sustainable Business and Technology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4705/,Trier University of Applied Sciences ,Hoppstädten-Weiersbach,none,English,6 semesters,Winter semester,,,,Birkenfeld,Birkenfeld,Rhineland-Palatinate
213,214,Bachelor's degree,Sustainable Energy Systems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5219/,Hochschule Emden/Leer - University of Applied Sciences ,Emden,none,"German, English",7 semesters,Winter semester,,,,Emden,Emden,Lower Saxony
214,215,Bachelor's degree,"Textile and Clothing Management, Bachelor of Science",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4309/,Hochschule Niederrhein - University of Applied Sciences ,Krefeld,none,English,7 semesters,Winter semester,,,,Krefeld,Krefeld,North Rhine-Westphalia
215,216,Bachelor's degree,Transatlantic Double Bachelor in Materials Science and Mechanical Engineering (Atlantis),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6096/,Saarland University ,Saarbrücken,,"German, English",8 semesters,"Winter semester, Summer semester",,,,Saarbrücken,Saarbrücken,Saarland
216,217,Bachelor's degree,World Literature (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5208/,University of Göttingen ,Göttingen,none,"German, English",6 semesters,Winter semester,,,,Göttingen,Göttingen,Lower Saxony
