,german_cities,german_states,Unnamed: 0,course_type,course_name,course_link,uni_name,uni_city,tution_fee,lang_of_instr,dura_of_study,semester_beginning,online_course_elemen,online_subject_el,oline_e_learning_type
242,Bremen,Bremen,1073,Master's degree,MSc in Marine Microbiology (MarMic),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3874/,Max Planck Institute for Marine Microbiology ,Bremen,none,English,3 semesters,Winter semester,,,
243,Bremen,Bremen,1085,Master's degree,MSc Medical Biometry / Biostatistics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6476/,University of Bremen ,Bremen,none,English,4 semesters,Winter semester,,,
244,Bremen,Bremen,1092,Master's degree,MSc Physical Geography: Environmental History,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4706/,University of Bremen ,Bremen,none,English,4 semesters,Winter semester,,,
245,Bremen,Bremen,1114,Master's degree,Neurosciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4256/,University of Bremen ,Bremen,none,English,4 semesters,Winter semester,,,
246,Bremen,Bremen,1145,Master's degree,"Postgraduate Programme Environmental Physics - Atmosphere, Ocean, Land, Climate - PEP",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3913/,University of Bremen ,Bremen,none,English,4 semesters,Winter semester,,,
247,Bremen,Bremen,1194,Master's degree,Space Engineering I (SpE-I),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6275/,University of Bremen ,Bremen,none,English,3 semesters,"Winter semester, Summer semester",,,
248,Bremen,Bremen,1195,Master's degree,Space Engineering II (SpE-II),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6284/,University of Bremen ,Bremen,none,English,4 semesters,"Winter semester, Summer semester",,,
249,Bremen,Bremen,1196,Master's degree,"Space Sciences and Technologies – Sensing, Processing, Communication (Space-ST)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4771/,University of Bremen ,Bremen,none,English,4 semesters,Winter semester,,,
250,Bremen,Bremen,1238,Master's degree,Transnational Law (Hanse Law School),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5309/,University of Bremen ,Bremen,none,"German, English",2 semesters,Winter semester,,,
251,Bremerhaven,Bremen,246,Master's degree,Embedded Systems Design,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4399/,University of Applied Sciences Bremerhaven ,Bremerhaven,none,English,3 semesters,Summer semester,,,
252,Bremerhaven,Bremen,1150,Master's degree,Process Engineering and Energy Technology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4068/,University of Applied Sciences Bremerhaven ,Bremerhaven,none,English,3 semesters,"Winter semester, Summer semester",,,
253,Chemnitz,Saxony,4,Master's degree,Advanced and Computational Mathematics – International Master's and PhD Programme,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4770/,Chemnitz University of Technology ,Chemnitz,none,English,4 semesters,"Winter semester, Summer semester",,,
254,Chemnitz,Saxony,8,Master's degree,Advanced Functional Materials,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4695/,Chemnitz University of Technology ,Chemnitz,none,English,4 semesters,"Winter semester, Summer semester",,,
255,Chemnitz,Saxony,44,Master's degree,Automotive Software Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4122/,Chemnitz University of Technology ,Chemnitz,none,English,4 semesters,"Winter semester, Summer semester",,,
256,Chemnitz,Saxony,174,Master's degree,Data Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6916/,Chemnitz University of Technology ,Chemnitz,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
257,Chemnitz,Saxony,243,Master's degree,Embedded Systems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4493/,Chemnitz University of Technology ,Chemnitz,none,English,4 semesters,Winter semester,,,
258,Chemnitz,Saxony,405,Master's degree,Information and Communication Systems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4269/,Chemnitz University of Technology ,Chemnitz,none,English,4 semesters,Winter semester,,,
259,Chemnitz,Saxony,1044,Master's degree,Micro and Nano Systems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4103/,Chemnitz University of Technology ,Chemnitz,none,English,4 semesters,Winter semester,,,
260,Chemnitz,Saxony,1232,Master's degree,Textile Structures and Technologies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7039/,Chemnitz University of Technology ,Chemnitz,none,"German, English",4 semesters,Winter semester,,,
261,Chemnitz,Saxony,1256,Master's degree,Web Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4655/,Chemnitz University of Technology ,Chemnitz,none,English,4 semesters,Winter semester,,,
262,Clausthal-Zellerfeld,Lower Saxony,1047,Master's degree,Mining Engineering (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4505/,Clausthal University of Technology ,Clausthal-Zellerfeld,none,English,4 semesters,"Winter semester, Summer semester",,,
263,Coburg,Bavaria,21,Master's degree,"Analytical Instruments, Measurement and Sensor Technology (AIMS)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3949/,Coburg University ,Coburg,"3.500,00",English,4 semesters,Winter semester,,,
264,Coburg,Bavaria,998,Master's degree,MBA Financial Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3715/,Coburg University ,Coburg,"2.950,00",English,4 semesters,Winter semester,,,
265,Cottbus,Brandenburg,168,Master's degree,Cyber Security,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4785/,Brandenburg University of Technology Cottbus-Senftenberg ,Cottbus,none,English,4 semesters,Winter semester,,,
266,Cottbus,Brandenburg,267,Master's degree,Environmental and Resource Management (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3681/,Brandenburg University of Technology Cottbus-Senftenberg ,Cottbus,none,English,4 semesters,Winter semester,,,
267,Cottbus,Brandenburg,281,Master's degree,Euro Hydroinformatics and Water Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3680/,Brandenburg University of Technology Cottbus-Senftenberg ,Cottbus,none,English,4 semesters,Winter semester,,,
268,Cottbus,Brandenburg,383,Master's degree,Heritage Conservation and Site Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4450/,Brandenburg University of Technology Cottbus-Senftenberg ,Cottbus,none,English,4 semesters,Winter semester,,,
269,Cottbus,Brandenburg,1147,Master's degree,Power Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3883/,Brandenburg University of Technology Cottbus-Senftenberg ,Cottbus,none,English,4 semesters,Winter semester,,,
270,Cottbus,Brandenburg,1236,Master's degree,Transfers-Fluids-Materials in Aeronautical and Space Applications (TFM-ASA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6175/,Brandenburg University of Technology Cottbus-Senftenberg ,Cottbus,varied,English,4 semesters,Winter semester,,,
271,Cottbus,Brandenburg,1244,Master's degree,Urban Design - Revitalisation of Historic City Districts,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4396/,Brandenburg University of Technology Cottbus-Senftenberg ,Cottbus,"1.500,00",English,4 semesters,Winter semester,,,
272,Cottbus,Brandenburg,1258,Master's degree,World Heritage Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3716/,Brandenburg University of Technology Cottbus-Senftenberg ,Cottbus,none,English,4 semesters,Winter semester,,,
273,Darmstadt,Hesse,18,Master's degree,AMIS Master - International Master in Advanced Materials for Innovation & Sustainability,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6266/,TU Darmstadt ,Darmstadt,varied,English,4 semesters,Winter semester,,,
274,Darmstadt,Hesse,120,Master's degree,Cognitive Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7025/,TU Darmstadt ,Darmstadt,none,English,4 semesters,Winter semester,,,
275,Darmstadt,Hesse,171,Master's degree,Data and Discourse Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6286/,TU Darmstadt ,Darmstadt,none,English,4 semesters,"Winter semester, Summer semester",,,
276,Darmstadt,Hesse,237,Master's degree,Electrical Engineering and Information Technology - International Master of Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3980/,Hochschule Darmstadt University of Applied Sciences ,Darmstadt,none,English,4 semesters,Winter semester,,,
277,Darmstadt,Hesse,315,Master's degree,FAME+ Master of Science in Functional Advanced Materials and Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5413/,TU Darmstadt ,Darmstadt,varied,English,4 semesters,Winter semester,,,
278,Darmstadt,Hesse,512,Master's degree,International Master's Programme in Information and Communication Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3717/,TU Darmstadt ,Darmstadt,none,English,4 semesters,Winter semester,,,
279,Darmstadt,Hesse,626,Master's degree,Master in Distributed Software Systems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4258/,TU Darmstadt ,Darmstadt,none,English,4 semesters,"Winter semester, Summer semester",,,
280,Darmstadt,Hesse,703,Master's degree,Master of Business Administration (MBA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4328/,Hochschule Darmstadt University of Applied Sciences ,Darmstadt,"5.950,00",English,4 semesters,Winter semester,,,
281,Darmstadt,Hesse,812,Master's degree,Master of Science in Entrepreneurship and Innovation Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6986/,TU Darmstadt ,Darmstadt,none,English,4 semesters,"Winter semester, Summer semester",,,
282,Darmstadt,Hesse,842,Master's degree,Master of Science in Logistics and Supply Chain Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6985/,TU Darmstadt ,Darmstadt,none,English,4 semesters,"Winter semester, Summer semester",,,
283,Darmstadt,Hesse,848,Master's degree,Master of Science in Materials Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4808/,TU Darmstadt ,Darmstadt,none,English,4 semesters,"Winter semester, Summer semester",,,
284,Darmstadt,Hesse,856,Master's degree,Master of Science in Mathematics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5388/,TU Darmstadt ,Darmstadt,none,English,4 semesters,Winter semester,,,
285,Darmstadt,Hesse,912,Master's degree,Master of Science — Tropical Hydrogeology and Environmental Engineering (TropHEE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4173/,TU Darmstadt ,Darmstadt,none,English,4 semesters,Winter semester,,,
286,Darmstadt,Hesse,1101,Master's degree,Mundus Urbano - International Cooperation in Urban Development,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5361/,TU Darmstadt ,Darmstadt,varied,English,4 semesters,Winter semester,,,
287,Deggendorf,Bavaria,27,Master's degree,Applied Computer Science (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4870/,Deggendorf Institute of Technology ,Deggendorf,none,English,3 semesters,"Winter semester, Summer semester",,,
288,Deggendorf,Bavaria,236,Master's degree,Electrical Engineering and Information Technology (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3833/,Deggendorf Institute of Technology ,Deggendorf,none,English,3 semesters,"Winter semester, Summer semester",,,
289,Deggendorf,Bavaria,566,Master's degree,Life Science Informatics (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6399/,Deggendorf Institute of Technology ,Deggendorf,none,English,3 semesters,Winter semester,,,
290,Deggendorf,Bavaria,657,Master's degree,Master of Artificial Intelligence and Data Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7124/,Deggendorf Institute of Technology ,Deggendorf,none,English,4 semesters,"Winter semester, Summer semester",,,
291,Deggendorf,Bavaria,1026,Master's degree,Mechatronic and Cyber-Physical Systems (MEng),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5378/,Deggendorf Institute of Technology ,Deggendorf,none,English,3 semesters,"Winter semester, Summer semester",,,
292,Deggendorf,Bavaria,1201,Master's degree,Strategic and International Management (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4292/,Deggendorf Institute of Technology ,Deggendorf,none,"German, English",3 semesters,Summer semester,,,
293,Dessau-Roßlau,Saxony-Anhalt,36,Master's degree,Architectural and Cultural Heritage,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4346/,Anhalt University of Applied Sciences ,Dessau-Roßlau,"750,00",English,4 semesters,"Winter semester, Summer semester",,,
294,Dessau-Roßlau,Saxony-Anhalt,159,Master's degree,COOP Design Research MSc Programme,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4474/,Anhalt University of Applied Sciences ,Dessau-Roßlau,"1.250,00",English,2 semesters,Winter semester,,,
295,Dessau-Roßlau,Saxony-Anhalt,181,Master's degree,Dessau International Architecture Graduate School (DIA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4049/,Anhalt University of Applied Sciences ,Dessau-Roßlau,"850,00",English,4 semesters,Winter semester,,,
296,Dessau-Roßlau,Saxony-Anhalt,676,Master's degree,Master of Arts in Integrated Design,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4057/,Anhalt University of Applied Sciences ,Dessau-Roßlau,"800,00",English,3 semesters,"Winter semester, Summer semester",,,
297,Detmold,North Rhine-Westphalia,938,Master's degree,Master's in Integrated Architectural Design (MIAD),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4087/,OWL University of Applied Sciences and Arts ,Detmold,none,"German, English",4 semesters,Winter semester,,,
298,Detmold,North Rhine-Westphalia,939,Master's degree,Master's in Integrated Design (MID),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5347/,OWL University of Applied Sciences and Arts ,Detmold,none,English,4 semesters,Winter semester,,,
299,Detmold,North Rhine-Westphalia,1074,Master's degree,MSc in Music Acoustics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6213/,Detmold University of Music ,Detmold,none,"English, German",4 semesters,Winter semester,,,
300,Dieburg,Hesse,312,Master's degree,Expanded Media,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4677/,Hochschule Darmstadt University of Applied Sciences ,Dieburg,none,English,3 semesters,"Winter semester, Summer semester",,,
301,Dieburg,Hesse,638,Master's degree,Master in International Media Cultural Work (IMC),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4678/,Hochschule Darmstadt University of Applied Sciences ,Dieburg,none,English,4 semesters,"Winter semester, Summer semester",,,
302,Dortmund,North Rhine-Westphalia,98,Master's degree,Business Intelligence & Data Science (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6238/,International School of Management (ISM) ,Dortmund,"6.180,00",English,4 semesters,Winter semester,,,
303,Dortmund,North Rhine-Westphalia,296,Master's degree,European Master's in Project Management (EuroMPM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3996/,Dortmund University of Applied Sciences and Arts ,Dortmund,none,English,4 semesters,Winter semester,,,
304,Dortmund,North Rhine-Westphalia,317,Master's degree,Finance (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5262/,International School of Management (ISM) ,Dortmund,"6.180,00",English,4 semesters,Winter semester,,,
305,Dortmund,North Rhine-Westphalia,436,Master's degree,International Business (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5263/,International School of Management (ISM) ,Dortmund,"6.180,00",English,4 semesters,Summer semester,,,
306,Dortmund,North Rhine-Westphalia,471,Master's degree,International Management (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5260/,International School of Management (ISM) ,Dortmund,"6.180,00",English,4 semesters,Winter semester,,,
307,Dortmund,North Rhine-Westphalia,846,Master's degree,Master of Science in Manufacturing Technology (MMT),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4300/,TU Dortmund University ,Dortmund,none,English,4 semesters,Winter semester,,,
308,Dortmund,North Rhine-Westphalia,929,Master's degree,Master's in Digital Transformation (MDT),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4879/,Dortmund University of Applied Sciences and Arts ,Dortmund,none,English,4 semesters,Winter semester,,,
309,Dortmund,North Rhine-Westphalia,930,Master's degree,Master's in Embedded Systems for Mechatronics (ESM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4513/,Dortmund University of Applied Sciences and Arts ,Dortmund,none,English,4 semesters,Winter semester,,,
310,Dortmund,North Rhine-Westphalia,1197,Master's degree,Spatial Planning for Regions in Growing Economies (SPRING),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3718/,TU Dortmund University ,Dortmund,varied,English,4 semesters,Winter semester,,,
311,Dortmund,North Rhine-Westphalia,1245,Master's degree,Urban Transformation,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5459/,TU Dortmund University ,Dortmund,none,English,2 semesters,"Winter semester, Summer semester",,,
312,Dresden,Saxony,59,Master's degree,Biochemistry,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6203/,Technische Universität Dresden ,Dresden,none,"German, English",4 semesters,Winter semester,,,
313,Dresden,Saxony,195,Master's degree,Double Degree in Management of Small and Mid-Sized Companies (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6930/,HTW Dresden - University of Applied Sciences ,Dresden,none,"German, French",3 semesters,Summer semester,,,
314,Dresden,Saxony,390,Master's degree,Hospitality Management and Leadership (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5563/,SRH Berlin University of Applied Sciences ,Dresden,"4.080,00",English,4 semesters,"Winter semester, Summer semester",,,
315,Dresden,Saxony,395,Master's degree,Hydro Science and Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3816/,Technische Universität Dresden ,Dresden,none,English,4 semesters,Winter semester,,,
316,Dresden,Saxony,400,Master's degree,"Industrial Management in Microelectronics (IMM), MSc",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6566/,Dresden International University ,Dresden,"8.900,00",English,2 semesters,"Winter semester, Summer semester",,,
317,Dresden,Saxony,444,Master's degree,International Business and Leadership (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5564/,SRH Berlin University of Applied Sciences ,Dresden,"4.080,00",English,4 semesters,"Winter semester, Summer semester",,,
318,Dresden,Saxony,505,Master's degree,International Master's Programme Advanced Computational and Civil Engineering Structural Studies (ACCESS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4132/,Technische Universität Dresden ,Dresden,none,English,4 semesters,Winter semester,,,
319,Dresden,Saxony,507,Master's degree,International Master's Programme in Computational Modelling and Simulation,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5202/,Technische Universität Dresden ,Dresden,none,English,4 semesters,Winter semester,,,
320,Dresden,Saxony,509,Master's degree,International Master's Programme in Distributed Systems Engineering (DSE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3803/,Technische Universität Dresden ,Dresden,none,English,4 semesters,Winter semester,,,
321,Dresden,Saxony,515,Master's degree,International Master's Programme in Organic and Molecular Electronics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4388/,Technische Universität Dresden ,Dresden,none,English,4 semesters,Winter semester,,,
322,Dresden,Saxony,518,Master's degree,International Master's Programme in Regenerative Biology and Medicine,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4272/,Technische Universität Dresden ,Dresden,none,English,4 semesters,Winter semester,,,
323,Dresden,Saxony,541,Master's degree,International Studies in Intellectual Property Law (LLM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3720/,Technische Universität Dresden ,Dresden,"2.500,00",English,2 semesters,"Winter semester, Summer semester",,,
324,Dresden,Saxony,568,Master's degree,Logistics (MBA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4731/,Dresden International University ,Dresden,"4.833,00",English,3 semesters,"Winter semester, Summer semester",,,
325,Dresden,Saxony,620,Master's degree,Master Environmental Engineering (MEng),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4761/,HTW Dresden - University of Applied Sciences ,Dresden,none,English,4 semesters,Winter semester,,,
326,Dresden,Saxony,724,Master's degree,Master of International Management (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6149/,HTW Dresden - University of Applied Sciences ,Dresden,none,English,3 semesters,Summer semester,,,
327,Dresden,Saxony,968,Master's degree,Master's Programme in Molecular Bioengineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3613/,Technische Universität Dresden ,Dresden,none,English,4 semesters,Winter semester,,,
328,Dresden,Saxony,969,Master's degree,Master's Programme in Nanobiophysics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3829/,Technische Universität Dresden ,Dresden,none,English,4 semesters,Winter semester,,,
329,Dresden,Saxony,970,Master's degree,Master's Programme in Nanoelectronic Systems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4257/,Technische Universität Dresden ,Dresden,none,English,4 semesters,Winter semester,,,
330,Dresden,Saxony,1115,Master's degree,Non-Destructive Testing (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4743/,Dresden International University ,Dresden,"4.800,00",English,4 semesters,Winter semester,,,
331,Dresden,Saxony,1149,Master's degree,"Preventive Medicine (Master of Science, part-time programme)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5359/,Dresden International University ,Dresden,"7.500,00",English,4 semesters,Winter semester,,,
332,Dresden,Saxony,1231,Master's degree,Textile Machinery and High Performance Material Technology (Course of Study: Textile and Ready-Made Clothing Technology),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3683/,Technische Universität Dresden ,Dresden,none,"German, English",4 semesters,Winter semester,,,
333,Dresden,Saxony,1249,Master's degree,Vocational Education and Personnel Capacity Building,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3719/,Technische Universität Dresden ,Dresden,none,German,4 semesters,Winter semester,,,
334,Duisburg,North Rhine-Westphalia,43,Master's degree,Automation and Safety,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6154/,University of Duisburg-Essen ,Duisburg,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
335,Duisburg,North Rhine-Westphalia,127,Master's degree,Communications Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6246/,University of Duisburg-Essen ,Duisburg,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
336,Duisburg,North Rhine-Westphalia,135,Master's degree,Computational Mechanics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6249/,University of Duisburg-Essen ,Duisburg,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
337,Duisburg,North Rhine-Westphalia,143,Master's degree,Computer Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6251/,University of Duisburg-Essen ,Duisburg,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
338,Duisburg,North Rhine-Westphalia,247,Master's degree,Embedded Systems Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6252/,University of Duisburg-Essen ,Duisburg,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
339,Duisburg,North Rhine-Westphalia,598,Master's degree,Management and Technology of Water and Waste Water,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6121/,University of Duisburg-Essen ,Duisburg,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
340,Duisburg,North Rhine-Westphalia,599,Master's degree,Management and Technology of Water and Waste Water,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6253/,University of Duisburg-Essen ,Duisburg,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
341,Duisburg,North Rhine-Westphalia,666,Master's degree,Master of Arts in Contemporary East Asian Studies (MA CEAS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3861/,University of Duisburg-Essen ,Duisburg,none,English,4 semesters,Winter semester,,,
342,Duisburg,North Rhine-Westphalia,685,Master's degree,Master of Arts in Modern East Asian Studies (MA MEAS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4280/,University of Duisburg-Essen ,Duisburg,none,English,2 semesters,Winter semester,,,
343,Duisburg,North Rhine-Westphalia,1021,Master's degree,Mechanical Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6254/,University of Duisburg-Essen ,Duisburg,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
344,Duisburg,North Rhine-Westphalia,1043,Master's degree,Metallurgy and Metal Forming,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6255/,University of Duisburg-Essen ,Duisburg,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
345,Duisburg,North Rhine-Westphalia,1148,Master's degree,Power Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6256/,University of Duisburg-Essen ,Duisburg,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
346,Düsseldorf,North Rhine-Westphalia,37,Master's degree,Artificial Intelligence and Data Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6937/,Heinrich Heine University Düsseldorf ,Düsseldorf,none,English,4 semesters,Winter semester,,,
347,Düsseldorf,North Rhine-Westphalia,516,Master's degree,International Master's Programme in Physics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3805/,Heinrich Heine University Düsseldorf ,Düsseldorf,none,English,4 semesters,"Winter semester, Summer semester",,,
348,Düsseldorf,North Rhine-Westphalia,587,Master's degree,"MA Programme German-French Business, Labour and Social Law",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3983/,Heinrich Heine University Düsseldorf ,Düsseldorf,none,"German, French",4 semesters,Winter semester,,,
349,Düsseldorf,North Rhine-Westphalia,903,Master's degree,Master of Science Industrial Pharmacy,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6174/,Heinrich Heine University Düsseldorf ,Düsseldorf,none,English,4 semesters,Winter semester,,,
350,Düsseldorf,North Rhine-Westphalia,975,Master's degree,Master's Programme Translational Neuroscience,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4796/,Heinrich Heine University Düsseldorf ,Düsseldorf,none,English,4 semesters,Winter semester,,,
351,Düsseldorf,North Rhine-Westphalia,1029,Master's degree,Media and Culture Analysis: Theatre and Media Cultures in a Transnational Space,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3859/,Heinrich Heine University Düsseldorf ,Düsseldorf,varied,"German, French",4 semesters,Winter semester,,,
352,Eberswalde,Brandenburg,328,Master's degree,Forest Information Technology (FIT),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3724/,University for Sustainable Development Eberswalde ,Eberswalde,none,English,4 semesters,Winter semester,,,
353,Eberswalde,Brandenburg,329,Master's degree,Forestry System Transformation,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5427/,University for Sustainable Development Eberswalde ,Eberswalde,none,English,4 semesters,Winter semester,,,
354,Eberswalde,Brandenburg,364,Master's degree,Global Change Management (GCM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3820/,University for Sustainable Development Eberswalde ,Eberswalde,none,English,4 semesters,Winter semester,,,
355,Eichstätt,Bavaria,155,Master's degree,"Conflict, Memory and Peace",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6173/,Catholic University of Eichstätt-Ingolstadt ,Eichstätt,none,"English, Spanish",4 semesters,Winter semester,,,
356,Elsfleth,Lower Saxony,481,Master's degree,"International Maritime Management, MSc (Distance Education)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6979/,Jade University of Applied Sciences Wilhelmshaven/Oldenburg/Elsfleth ,Elsfleth,,English,5 semesters,"Winter semester, Summer semester",Online,,
