,german_cities,german_states,Unnamed: 0,course_type,course_name,course_link,uni_name,uni_city,tution_fee,lang_of_instr,dura_of_study,semester_beginning,online_course_elemen,online_subject_el,oline_e_learning_type
0,Aachen,North Rhine-Westphalia,7,Master's degree,Advanced Computational Methods in Civil Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6318/,RWTH Aachen University ,Aachen,none,English,4 semesters,"Winter semester, Summer semester",,,
1,Aachen,North Rhine-Westphalia,30,Master's degree,Applied Geosciences – Applied Mineralogy and Crystallography (AMC),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6917/,RWTH Aachen University ,Aachen,none,English,4 semesters,"Winter semester, Summer semester",,,
2,Aachen,North Rhine-Westphalia,78,Master's degree,Biomedical Systems Engineering – Master's Study Programme,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5228/,RWTH Aachen University ,Aachen,none,English,4 semesters,"Winter semester, Summer semester",,,
3,Aachen,North Rhine-Westphalia,128,Master's degree,Communications Engineering – Master's Study Programme,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3698/,RWTH Aachen University ,Aachen,none,English,4 semesters,"Winter semester, Summer semester",,,
4,Aachen,North Rhine-Westphalia,144,Master's degree,Computer Engineering – Master's Study Programme,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5226/,RWTH Aachen University ,Aachen,none,English,4 semesters,"Winter semester, Summer semester",,,
5,Aachen,North Rhine-Westphalia,153,Master's degree,Computer-Aided Conception and Production in Mechanical Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4157/,RWTH Aachen University ,Aachen,"5.500,00",English,4 semesters,Winter semester,,,
6,Aachen,North Rhine-Westphalia,156,Master's degree,Construction & Robotics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6993/,RWTH Aachen University ,Aachen,none,English,4 semesters,"Winter semester, Summer semester",,,
7,Aachen,North Rhine-Westphalia,239,Master's degree,Electrical Power Engineering – Master's Study Programme,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3699/,RWTH Aachen University ,Aachen,none,English,4 semesters,"Winter semester, Summer semester",,,
8,Aachen,North Rhine-Westphalia,257,Master's degree,Engineering Geohazards (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6919/,RWTH Aachen University ,Aachen,none,English,4 semesters,Winter semester,,,
9,Aachen,North Rhine-Westphalia,333,Master's degree,Full-Time MBA in Digitalisation & Industrial Change,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7123/,RWTH Aachen University ,Aachen,"10.000,00",English,3 semesters,Winter semester,,,
10,Aachen,North Rhine-Westphalia,397,Master's degree,IDEA League Joint Master's in Applied Geophysics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4623/,RWTH Aachen University ,Aachen,"1.000,00",English,4 semesters,Winter semester,,,
11,Aachen,North Rhine-Westphalia,595,Master's degree,Management and Engineering in Computer-Aided Mechanical Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4598/,RWTH Aachen University ,Aachen,"5.500,00",English,4 semesters,Winter semester,,,
12,Aachen,North Rhine-Westphalia,596,Master's degree,Management and Engineering in Production Systems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4362/,RWTH Aachen University ,Aachen,"5.500,00",English,4 semesters,Winter semester,,,
13,Aachen,North Rhine-Westphalia,597,Master's degree,Management and Engineering in Structural Engineering and Risk Management of Industrial Facilities,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4759/,RWTH Aachen University ,Aachen,"5.500,00",English,4 semesters,Winter semester,,,
14,Aachen,North Rhine-Westphalia,602,Master's degree,Managing Technology & Innovation: Managing Disruptive Change,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6183/,RWTH Aachen University ,Aachen,,,,,Online,Business and Economics,MOOCs
15,Aachen,North Rhine-Westphalia,753,Master's degree,Master of Science in Aerospace Engineering (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3854/,FH Aachen University of Applied Sciences ,Aachen,none,"English, German",3 semesters,"Winter semester, Summer semester",,,
16,Aachen,North Rhine-Westphalia,758,Master's degree,Master of Science in Automotive Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4599/,RWTH Aachen University ,Aachen,none,English,3 semesters,Winter semester,,,
17,Aachen,North Rhine-Westphalia,829,Master's degree,Master of Science in International Automotive Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3823/,FH Aachen University of Applied Sciences ,Aachen,none,"German, English",3 semesters,"Winter semester, Summer semester",,,
18,Aachen,North Rhine-Westphalia,840,Master's degree,Master of Science in Laboratory Animal Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4719/,RWTH Aachen University ,Aachen,"5.500,00",English,4 semesters,Winter semester,,,
19,Aachen,North Rhine-Westphalia,841,Master's degree,Master of Science in Lasers in Dentistry,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4603/,RWTH Aachen University ,Aachen,"7.000,00",English,4 semesters,Winter semester,,,
20,Aachen,North Rhine-Westphalia,857,Master's degree,Master of Science in Mechatronics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3697/,FH Aachen University of Applied Sciences ,Aachen,none,"German, English",4 semesters,Winter semester,,,
21,Aachen,North Rhine-Westphalia,907,Master's degree,Master of Science Programme in Applied Mathematics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6925/,RWTH Aachen University ,Aachen,none,English,4 semesters,"Winter semester, Summer semester",,,
22,Aachen,North Rhine-Westphalia,978,Master's degree,Material Physics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6953/,RWTH Aachen University ,Aachen,none,"German, English",4 semesters,Winter semester,,,
23,Aachen,North Rhine-Westphalia,1045,Master's degree,Micro- and Nanoelectronics – Master's Study Programme,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4811/,RWTH Aachen University ,Aachen,none,English,4 semesters,"Winter semester, Summer semester",,,
24,Aachen,North Rhine-Westphalia,1058,Master's degree,"MPA in European Studies – Energy, Climate and Digital Transformation",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5624/,RWTH Aachen University ,Aachen,"5.350,00",English,3 semesters,Winter semester,,,
25,Aachen,North Rhine-Westphalia,1062,Master's degree,MSc Applied Geosciences – Energy & Mineral Resources (EMR),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4570/,RWTH Aachen University ,Aachen,none,English,4 semesters,"Winter semester, Summer semester",,,
26,Aachen,North Rhine-Westphalia,1070,Master's degree,MSc Data Analytics and Decision Science (DDS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4874/,RWTH Aachen University ,Aachen,"7.500,00",English,4 semesters,Winter semester,Online,,
27,Aachen,North Rhine-Westphalia,1083,Master's degree,"MSc Management and Engineering in Technology, Innovation, Marketing and Entrepreneurship (MME TIME)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4757/,RWTH Aachen University ,Aachen,,English,3 semesters,Winter semester,Online,,
28,Aachen,North Rhine-Westphalia,1084,Master's degree,"MSc Management and Engineering in Technology, Innovation, Marketing and Entrepreneurship (MME TIME) – part-time",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4875/,RWTH Aachen University ,Aachen,,English,6 semesters,Winter semester,Online,,
29,Aachen,North Rhine-Westphalia,1094,Master's degree,MSc Physics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4516/,RWTH Aachen University ,Aachen,none,English,4 semesters,"Winter semester, Summer semester",,,
30,Aachen,North Rhine-Westphalia,1110,Master's degree,Networked Production Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3813/,RWTH Aachen University ,Aachen,"5.500,00",English,4 semesters,Winter semester,,,
31,Aachen,North Rhine-Westphalia,1158,Master's degree,Railway Systems Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4881/,RWTH Aachen University ,Aachen,none,English,4 semesters,"Winter semester, Summer semester",,,
32,Aachen,North Rhine-Westphalia,1172,Master's degree,Robotic Systems Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4819/,RWTH Aachen University ,Aachen,"5.500,00",English,4 semesters,Winter semester,,,
33,Aachen,North Rhine-Westphalia,1183,Master's degree,Simulation Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4605/,RWTH Aachen University ,Aachen,none,English,4 semesters,Winter semester,,,
34,Aachen,North Rhine-Westphalia,1193,Master's degree,Software Systems Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3696/,RWTH Aachen University ,Aachen,none,English,4 semesters,Winter semester,,,
35,Aachen,North Rhine-Westphalia,1205,Master's degree,Structural Integrity,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5323/,RWTH Aachen University ,Aachen,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
36,Aachen,North Rhine-Westphalia,1217,Master's degree,Sustainable Management – Water and Energy,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5229/,RWTH Aachen University ,Aachen,none,English,4 semesters,Winter semester,,,
37,Aachen,North Rhine-Westphalia,1224,Master's degree,Systems Engineering and Automation – Master's Study Programme,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5227/,RWTH Aachen University ,Aachen,none,English,4 semesters,"Winter semester, Summer semester",,,
38,Aachen,North Rhine-Westphalia,1230,Master's degree,Textile Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4445/,RWTH Aachen University ,Aachen,"5.500,00","German, English",4 semesters,Winter semester,,,
39,Aalen,Baden-Württemberg,880,Master's degree,Master of Science in Polymer Technology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3701/,Aalen University ,Aalen,"1.500,00",English,3 semesters,"Winter semester, Summer semester",,,
40,Ansbach,Bavaria,537,Master's degree,International Product and Service Management (IPM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4616/,Ansbach University of Applied Sciences ,Ansbach,none,English,3 semesters,"Winter semester, Summer semester",,,
41,Augsburg,Bavaria,260,Master's degree,English and American Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6889/,University of Augsburg ,Augsburg,none,English,4 semesters,"Winter semester, Summer semester",,,
42,Augsburg,Bavaria,401,Master's degree,Industrial Security,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6955/,Augsburg University of Applied Sciences ,Augsburg,none,"German, English",3 semesters,Summer semester,,,
43,Augsburg,Bavaria,424,Master's degree,Interactive Media Systems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6968/,Augsburg University of Applied Sciences ,Augsburg,none,English,3 semesters,"Winter semester, Summer semester",,,
44,Augsburg,Bavaria,489,Master's degree,International Master in Materials Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3802/,University of Augsburg ,Augsburg,none,English,4 semesters,"Winter semester, Summer semester",,,
45,Augsburg,Bavaria,513,Master's degree,International Master's Programme in Mathematical Analysis and Modelling,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5306/,University of Augsburg ,Augsburg,none,English,4 semesters,Winter semester,,,
46,Augsburg,Bavaria,723,Master's degree,Master of International Business and Finance,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6098/,Augsburg University of Applied Sciences ,Augsburg,none,English,3 semesters,Winter semester,,,
47,Augsburg,Bavaria,894,Master's degree,Master of Science in Software Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4001/,University of Augsburg ,Augsburg,none,English,4 semesters,Winter semester,,,
48,Bamberg,Bavaria,197,Master's degree,Double Degree Programmes in Business Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4477/,University of Bamberg ,Bamberg,none,"German, English, French",4 semesters,Winter semester,,,
49,Bamberg,Bavaria,198,Master's degree,Double MA Degree in Political Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4436/,University of Bamberg ,Bamberg,varied,English,4 semesters,Winter semester,,,
50,Bamberg,Bavaria,199,Master's degree,Double MA Degree in Sociology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4820/,University of Bamberg ,Bamberg,varied,English,4 semesters,Winter semester,,,
51,Bamberg,Bavaria,285,Master's degree,European Joint Master's Programme in English and American Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3905/,University of Bamberg ,Bamberg,none,English,4 semesters,Winter semester,,,
52,Bamberg,Bavaria,576,Master's degree,MA Double Degree Philosophy,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4862/,University of Bamberg ,Bamberg,none,"German, English, Italian",4 semesters,"Winter semester, Summer semester",,,
53,Bamberg,Bavaria,629,Master's degree,Master in European Economic Studies (MSc in EES),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3636/,University of Bamberg ,Bamberg,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
54,Bamberg,Bavaria,839,Master's degree,Master of Science in International Software Systems Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4521/,University of Bamberg ,Bamberg,none,English,4 semesters,"Winter semester, Summer semester",,,
55,Bayreuth,Bavaria,146,Master's degree,Computer Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5245/,University of Bayreuth ,Bayreuth,none,English,4 semesters,"Winter semester, Summer semester",,,
56,Bayreuth,Bavaria,183,Master's degree,Development Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4694/,University of Bayreuth ,Bayreuth,none,"German, English",4 semesters,Winter semester,,,
57,Bayreuth,Bavaria,268,Master's degree,Environmental Chemistry (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4766/,University of Bayreuth ,Bayreuth,none,English,4 semesters,Winter semester,,,
58,Bayreuth,Bavaria,270,Master's degree,Environmental Geography,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5246/,University of Bayreuth ,Bayreuth,none,English,4 semesters,Winter semester,,,
59,Bayreuth,Bavaria,313,Master's degree,Experimental Geosciences (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3925/,University of Bayreuth ,Bayreuth,none,English,4 semesters,"Winter semester, Summer semester",,,
60,Bayreuth,Bavaria,363,Master's degree,Global Change Ecology (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3658/,University of Bayreuth ,Bayreuth,none,English,4 semesters,Winter semester,,,
61,Bayreuth,Bavaria,367,Master's degree,Global History,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6929/,University of Bayreuth ,Bayreuth,none,English,4 semesters,Winter semester,,,
62,Bayreuth,Bavaria,385,Master's degree,History & Economics (Master of Arts),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4768/,University of Bayreuth ,Bayreuth,none,English,4 semesters,Winter semester,,,
63,Bayreuth,Bavaria,506,Master's degree,International Master's Programme Biofabrication,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4597/,University of Bayreuth ,Bayreuth,none,English,4 semesters,"Winter semester, Summer semester",,,
64,Bayreuth,Bavaria,650,Master's degree,Master Intercultural German Studies (Master Interkulturelle Germanistik),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4702/,University of Bayreuth ,Bayreuth,none,German,4 semesters,"Winter semester, Summer semester",,,
65,Bayreuth,Bavaria,652,Master's degree,Master Language-Interaction-Culture/Sprache-Interaktion-Kultur/Langue-Interaction-Culture,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4179/,University of Bayreuth ,Bayreuth,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
66,Bayreuth,Bavaria,662,Master's degree,"Master of Arts in African Verbal and Visual Arts: Languages, Literatures, Media and Art",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4044/,University of Bayreuth ,Bayreuth,none,English,4 semesters,Winter semester,,,
67,Bayreuth,Bavaria,677,Master's degree,Master of Arts in Intercultural Anglophone Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3702/,University of Bayreuth ,Bayreuth,none,English,4 semesters,"Winter semester, Summer semester",,,
68,Bayreuth,Bavaria,745,Master's degree,Master of Science (MSc) in Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4461/,University of Bayreuth ,Bayreuth,none,English,4 semesters,"Winter semester, Summer semester",,,
69,Bayreuth,Bavaria,1133,Master's degree,Philosophy & Economics (P&E),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5398/,University of Bayreuth ,Bayreuth,none,English,4 semesters,Winter semester,,,
70,Bayreuth,Bavaria,1137,Master's degree,Physics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4859/,University of Bayreuth ,Bayreuth,none,English,4 semesters,"Winter semester, Summer semester",,,
71,Bayreuth,Bavaria,1178,Master's degree,Scientific Computing (Elite Network of Bavaria),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5244/,University of Bayreuth ,Bayreuth,none,English,4 semesters,"Winter semester, Summer semester",,,
72,Berlin,Berlin,2,Master's degree,Accounting and Controlling,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5514/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,none,English,3 semesters,Winter semester,,,
73,Berlin,Berlin,49,Master's degree,Berlin MBA (full-time),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3625/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,"9.900,00",English,2 semesters,Winter semester,,,
74,Berlin,Berlin,50,Master's degree,Berlin MBA (part-time),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6995/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,"4.950,00",English,4 semesters,Winter semester,,,
75,Berlin,Berlin,90,Master's degree,Building Sustainability – Management Methods for Energy Efficiency (MBA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4665/,Technische Universität Berlin ,Berlin,"5.000,00",English,3 semesters,Winter semester,,,
76,Berlin,Berlin,100,Master's degree,Business Intelligence and Process Management (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4529/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,none,English,3 semesters,Winter semester,,,
77,Berlin,Berlin,101,Master's degree,Business Law in an International Context,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4139/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,none,"German, English",3 semesters,Winter semester,,,
78,Berlin,Berlin,113,Master's degree,China-Europe Executive Master of Business Marketing,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7145/,Freie Universität Berlin ,Berlin,"7.333,00",English,3 semesters,Summer semester,Online,,
79,Berlin,Berlin,118,Master's degree,Chinese-European Economics and Business Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3608/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,"3.738,00",English,4 semesters,Winter semester,,,
80,Berlin,Berlin,119,Master's degree,Civil Systems Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6957/,Technische Universität Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
81,Berlin,Berlin,150,Master's degree,Computer Science – Focus on Big Data and Artificial Intelligence (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5646/,SRH Berlin University of Applied Sciences ,Berlin,"6.450,00",English,4 semesters,"Winter semester, Summer semester",,,
82,Berlin,Berlin,151,Master's degree,Computer Science – Focus on Cyber Security (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5436/,SRH Berlin University of Applied Sciences ,Berlin,"6.450,00",English,4 semesters,"Winter semester, Summer semester",,,
83,Berlin,Berlin,154,Master's degree,Computing and the Arts (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6221/,SRH Berlin University of Applied Sciences ,Berlin,"4.080,00",English,4 semesters,Winter semester,,,
84,Berlin,Berlin,190,Master's degree,Digital Management (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5699/,Hochschule Fresenius - University of Applied Sciences ,Berlin,"4.770,00",English,4 semesters,"Winter semester, Summer semester",,,
85,Berlin,Berlin,200,Master's degree,"Double Master of Innovation Management, Entrepreneurship and Sustainability",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6886/,Technische Universität Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
86,Berlin,Berlin,211,Master's degree,East European Studies (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3893/,Freie Universität Berlin ,Berlin,none,"German, English",4 semesters,Winter semester,,,
87,Berlin,Berlin,252,Master's degree,Energy Management (MBA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4545/,Technische Universität Berlin ,Berlin,"6.000,00",English,3 semesters,Winter semester,,,
88,Berlin,Berlin,253,Master's degree,"Engineering and International Business – Focus on Renewable Energy, Water and Waste Management (MEng)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4832/,SRH Berlin University of Applied Sciences ,Berlin,"6.450,00",English,4 semesters,"Winter semester, Summer semester",,,
89,Berlin,Berlin,254,Master's degree,"Engineering and Sustainable Technology Management - Focus on Industry 4.0: Automation, Robotics & 3D Manufacturing (MEng)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6362/,SRH Berlin University of Applied Sciences ,Berlin,"6.450,00",English,4 semesters,"Winter semester, Summer semester",,,
90,Berlin,Berlin,255,Master's degree,Engineering and Sustainable Technology Management - Focus on Mobility and Automotive Industry (MEng),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6361/,SRH Berlin University of Applied Sciences ,Berlin,"6.450,00",English,4 semesters,"Winter semester, Summer semester",,,
91,Berlin,Berlin,256,Master's degree,Engineering and Sustainable Technology Management — Focus on Civil Engineering: Smart Building Infrastructure (MEng),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6364/,SRH Berlin University of Applied Sciences ,Berlin,"6.450,00",English,4 semesters,"Winter semester, Summer semester",,,
92,Berlin,Berlin,263,Master's degree,Entrepreneurship (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4357/,SRH Berlin University of Applied Sciences ,Berlin,"6.450,00",English,4 semesters,"Winter semester, Summer semester",,,
93,Berlin,Berlin,282,Master's degree,Euromasters – MA Contemporary European Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3943/,Humboldt-Universität zu Berlin ,Berlin,"2.750,00","German, English",4 semesters,Winter semester,,,
94,Berlin,Berlin,283,Master's degree,European and International Energy Law (MBL),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4544/,Technische Universität Berlin ,Berlin,"5.000,00",English,2 semesters,Winter semester,,,
95,Berlin,Berlin,305,Master's degree,Executive Master of Public Administration (Executive MPA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4123/,Hertie School ,Berlin,"17.250,00",English,2 semesters,Winter semester,,,
96,Berlin,Berlin,307,Master's degree,Executive MBA (EMBA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4135/,ESMT Berlin ,Berlin,"19.167,00",English,3 semesters,Winter semester,,,
97,Berlin,Berlin,309,Master's degree,Executive MBA General Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7074/,SRH Berlin University of Applied Sciences ,Berlin,"7.500,00",English,2 semesters,"Winter semester, Summer semester",,,
98,Berlin,Berlin,314,Master's degree,"FACT - Finance, Accounting, Controlling & Taxation",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5517/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,none,"German, English",3 semesters,Winter semester,,,
99,Berlin,Berlin,316,Master's degree,"Film, Television and Digital Narratives (MA)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7011/,SRH Berlin University of Applied Sciences ,Berlin,"4.800,00",English,4 semesters,"Winter semester, Summer semester",,,
100,Berlin,Berlin,332,Master's degree,Full-time Master of Business Administration (MBA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7108/,ESMT Berlin ,Berlin,"21.750,00",English,2 semesters,Other,,,
101,Berlin,Berlin,354,Master's degree,German-French Double Degree Master's Programme in Physics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4533/,Freie Universität Berlin ,Berlin,none,"English, French",4 semesters,Winter semester,,,
102,Berlin,Berlin,359,Master's degree,GeT MA - German-Turkish Master's Programme in Social Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3915/,Humboldt-Universität zu Berlin ,Berlin,"2.500,00",English,4 semesters,Winter semester,,,
103,Berlin,Berlin,372,Master's degree,Global Production Engineering (GPE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3704/,Technische Universität Berlin ,Berlin,"3.875,00",English,4 semesters,Winter semester,,,
104,Berlin,Berlin,375,Master's degree,Global Supply Chain and Operations Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4744/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,none,English,3 semesters,Winter semester,,,
105,Berlin,Berlin,407,Master's degree,Information Science (INFOSCI),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7006/,Humboldt-Universität zu Berlin ,Berlin,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
106,Berlin,Berlin,432,Master's degree,Interdisciplinary Studies of the Middle East (ISME),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7007/,Freie Universität Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
107,Berlin,Berlin,434,Master's degree,International Business & Consulting - International Human Resource Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4138/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,none,English,3 semesters,Winter semester,,,
108,Berlin,Berlin,435,Master's degree,International Business & Consulting - International Strategic Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4137/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,none,English,3 semesters,Winter semester,,,
109,Berlin,Berlin,448,Master's degree,International Business Management (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5696/,Hochschule Fresenius - University of Applied Sciences ,Berlin,"4.650,00",English,4 semesters,"Winter semester, Summer semester",,,
110,Berlin,Berlin,451,Master's degree,International Business Management (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4448/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,"7.250,00",English,2 semesters,Winter semester,,,
111,Berlin,Berlin,455,Master's degree,International Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5513/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,none,English,3 semesters,Winter semester,,,
112,Berlin,Berlin,457,Master's degree,"International Economics, Business & Cultural Diplomacy",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5445/,Furtwangen University ,Berlin,"3.000,00",English,4 semesters,"Winter semester, Summer semester",,,
113,Berlin,Berlin,459,Master's degree,International Finance,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4088/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,none,English,3 semesters,Winter semester,,,
114,Berlin,Berlin,469,Master's degree,International Management (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4037/,SRH Berlin University of Applied Sciences ,Berlin,"6.450,00",English,4 semesters,"Winter semester, Summer semester",,,
115,Berlin,Berlin,478,Master's degree,International Management – Focus on Creative Leadership (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6365/,SRH Berlin University of Applied Sciences ,Berlin,"6.450,00",English,4 semesters,"Winter semester, Summer semester",,,
