,course_type,course_name,course_link,uni_name,uni_city,tution_fee,lang_of_instr,dura_of_study,semester_beginning,online_course_elemen,online_subject_el,oline_e_learning_type
70,Bachelor's degree,Bachelor's in International Business and Technology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4248/,Technische Hochschule Nürnberg Georg Simon Ohm ,Nürnberg,none,"German, English",7 semesters,Winter semester,,,
71,Bachelor's degree,Bachelor's in Management & Technology (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4718/,Technische Universität München ,München,none,English,6 semesters,Winter semester,,,
72,Bachelor's degree,BEng in Business and Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4472/,University of Applied Sciences Würzburg-Schweinfurt ,Schweinfurt,none,English,7 semesters,Winter semester,,,
73,Bachelor's degree,BEng in Logistics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4471/,University of Applied Sciences Würzburg-Schweinfurt ,Schweinfurt,none,English,7 semesters,Winter semester,,,
74,Bachelor's degree,BEng in Mechatronics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4772/,University of Applied Sciences Würzburg-Schweinfurt ,Schweinfurt,none,English,7 semesters,Winter semester,,,
75,Bachelor's degree,BEng in Robotics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6155/,University of Applied Sciences Würzburg-Schweinfurt ,Schweinfurt,none,English,7 semesters,Winter semester,,,
76,Bachelor's degree,Binational Bachelor in Teacher Education / Integrierter Studiengang Lehramt Primarstufe / Cursus Intégré Formation Transfrontalière d'Enseignants,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4830/,University of Education Freiburg ,Freiburg im Breisgau,none,"German, French",6 semesters,Winter semester,,,
77,Bachelor's degree,Binational Bachelor of Teacher Education / Integrierter Bachelorstudiengang Lehramt Sekundarstufe 1 (German-French),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5374/,University of Education Freiburg ,Freiburg im Breisgau,none,"German, French",6 semesters,Winter semester,,,
78,Bachelor's degree,Binational Bachelor's Degree in History - TübAix,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4351/,University of Tübingen ,Tübingen,none,"German, French",6 semesters,"Winter semester, Summer semester",,,
79,Bachelor's degree,Binational Bachelor's in History (German-French) — Bielefeld-Paris Geschichte (BiPaG) BA,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7144/,Bielefeld University ,Bielefeld,none,"German, French",6 semesters,Winter semester,,,
80,Bachelor's degree,"Bioengineering, BSc",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4320/,Rhine-Waal University of Applied Sciences ,Kleve,none,English,7 semesters,Winter semester,,,
81,Bachelor's degree,"Biomaterials Science, BSc",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4218/,Rhine-Waal University of Applied Sciences ,Kleve,none,English,7 semesters,Winter semester,,,
82,Bachelor's degree,BSc in Medicinal Chemistry & Chemical Biology (MCCB),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4630/,Jacobs University Bremen ,Bremen,"10.000,00",English,6 semesters,Winter semester,,,
83,Bachelor's degree,BSc Information Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4022/,Hamburg University of Applied Sciences ,Hamburg,none,English,7 semesters,Winter semester,,,
84,Bachelor's degree,BSc Mechanical Engineering (International) at Carl Benz School of Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3918/,Karlsruhe Institute of Technology ,Karlsruhe,"7.000,00",English,6 semesters,Winter semester,,,
85,Bachelor's degree,Business Administration,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7023/,HWTK - University of Applied Sciences ,Berlin,"3.480,00",German,6 semesters,"Winter semester, Summer semester",,,
86,Bachelor's degree,Business Administration / Digital Enterprise Management (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4659/,Pforzheim University ,Pforzheim,"1.500,00","German, English",7 semesters,Winter semester,,,
87,Bachelor's degree,Business Administration with Informatics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3895/,South Westphalia University of Applied Sciences ,Soest,none,English,7 semesters,Winter semester,,,
88,Bachelor's degree,"Business Analytics (BSc), full-time",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6949/,SRH University of Applied Sciences Hamm ,Leverkusen,"4.080,00",English,6 semesters,Winter semester,,,
89,Bachelor's degree,Business Analytics (full-time BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6944/,SRH University of Applied Sciences Hamm ,Hamm,"4.080,00",English,6 semesters,Winter semester,,,
90,Bachelor's degree,Business Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3744/,Martin Luther University Halle-Wittenberg ,Halle (Saale),none,English,6 semesters,Winter semester,,,
91,Bachelor's degree,Business Informatics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7078/,HWTK - University of Applied Sciences ,Berlin,"3.480,00",German,6 semesters,Summer semester,,,
92,Bachelor's degree,Business Management & Development,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7080/,HWTK - University of Applied Sciences ,Berlin,"3.540,00",English,4 semesters,"Winter semester, Summer semester",Online,,
93,Bachelor's degree,"Business Management (BSc), full-time",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6424/,SRH University of Applied Sciences Hamm ,Hamm,"4.080,00",English,6 semesters,Winter semester,,,
94,Bachelor's degree,"Business Management (BSc), full-time",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6947/,SRH University of Applied Sciences Hamm ,Leverkusen,"4.080,00",English,6 semesters,Winter semester,,,
95,Bachelor's degree,Citizenship and Civic Engagement (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6355/,Karlshochschule International University ,Karlsruhe,"4.140,00",English,6 semesters,Winter semester,,,
96,Bachelor's degree,Cognitive Science (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3611/,Osnabrück University ,Osnabrück,none,"German, English",6 semesters,Winter semester,,,
97,Bachelor's degree,Comparative and European Law (Hanse Law School),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7063/,University of Oldenburg ,Oldenburg,none,"German, English",8 semesters,Winter semester,,,
98,Bachelor's degree,Computer Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6143/,University of Duisburg-Essen ,Duisburg,none,"German, English",6 semesters,Winter semester,,,
99,Bachelor's degree,Computer Science (CTS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4669/,Ulm University of Applied Sciences ,Ulm,,English,8 semesters,Winter semester,,,
100,Bachelor's degree,Creative Industries Management (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6218/,SRH Berlin University of Applied Sciences ,Berlin,"3.900,00",English,7 semesters,"Winter semester, Summer semester",,,
101,Bachelor's degree,Development | Digital Products + Services (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7015/,SRH Berlin University of Applied Sciences ,Berlin,"3.900,00",English,7 semesters,"Winter semester, Summer semester",,,
102,Bachelor's degree,Digital Games (Bachelor of Arts),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4509/,TH Köln (University of Applied Sciences) ,Köln,none,English,7 semesters,Winter semester,,,
103,Bachelor's degree,Digital Media (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4561/,Leuphana University Lüneburg ,Lüneburg,none,English,6 semesters,Winter semester,,,
104,Bachelor's degree,Double Bachelor's Degree in Marine Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6315/,"Hochschule Wismar - University of Applied Sciences, Technology, Business and Design ",Rostock,"1.150,00",English,7 semesters,Winter semester,,,
105,Bachelor's degree,Double Bachelor's Degree in Nautical Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7059/,"Hochschule Wismar - University of Applied Sciences, Technology, Business and Design ",Rostock,"1.000,00",English,8 semesters,Winter semester,,,
106,Bachelor's degree,Economics (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6960/,Leuphana University Lüneburg ,Lüneburg,none,English,6 semesters,Winter semester,,,
107,Bachelor's degree,EEIGM French-German Bachelor's Programme (Materials Science),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4416/,Saarland University ,Saarbrücken,none,"German, French",6 semesters,Winter semester,,,
108,Bachelor's degree,Electrical and Electronic Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6150/,University of Duisburg-Essen ,Duisburg,none,"German, English",6 semesters,Winter semester,,,
109,Bachelor's degree,"Electrical and Electronics Engineering, BSc",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4227/,Rhine-Waal University of Applied Sciences ,Kleve,none,English,7 semesters,Winter semester,,,
110,Bachelor's degree,Electrical Engineering and Information Technology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3993/,University of Applied Sciences Ravensburg-Weingarten ,Weingarten,"1.500,00","German, English",7 semesters,Summer semester,,,
111,Bachelor's degree,Electrical Engineering with a Focus on Automation and Industrial Internet of Things (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3618/,Hochschule Mannheim - University of Applied Sciences ,Mannheim,"1.500,00","English, German",7 semesters,Winter semester,,,
112,Bachelor's degree,Electrical Engineering with a Focus on Power Engineering and Renewable Energies (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3617/,Hochschule Mannheim - University of Applied Sciences ,Mannheim,"1.500,00","English, German",7 semesters,Winter semester,,,
113,Bachelor's degree,Electrical Systems Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6320/,Heilbronn University of Applied Sciences ,Heilbronn,"1.500,00","German, English",7 semesters,Winter semester,,,
114,Bachelor's degree,Electromobility and Green Energy,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4854/,University of Applied Sciences Ravensburg-Weingarten ,Weingarten,"1.500,00","German, English",7 semesters,Summer semester,,,
115,Bachelor's degree,Electronic Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4876/,Hamm-Lippstadt University of Applied Sciences ,Lippstadt,none,English,7 semesters,Winter semester,,,
116,Bachelor's degree,Energy Systems Engineering (BEng),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7019/,Deggendorf Institute of Technology ,Pfarrkirchen,none,English,7 semesters,Winter semester,,,
117,Bachelor's degree,Engineering and Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5650/,Technische Hochschule Ingolstadt ,Ingolstadt,none,English,7 semesters,Winter semester,,,
118,Bachelor's degree,Engineering Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3748/,Hamburg University of Technology ,Hamburg,none,English,7 semesters,Winter semester,,,
119,Bachelor's degree,"Environment and Energy, BSc",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4223/,Rhine-Waal University of Applied Sciences ,Kamp-Lintfort,none,English,7 semesters,Winter semester,,,
120,Bachelor's degree,Environmental and Resource Management (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4026/,Brandenburg University of Technology Cottbus-Senftenberg ,Cottbus,none,English,6 semesters,Winter semester,,,
121,Bachelor's degree,European Business Programme (EBP),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3910/,FH Münster – University of Applied Sciences ,Münster,none,"German, English",7 semesters,Winter semester,,,
122,Bachelor's degree,European Studies (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4188/,Otto von Guericke University Magdeburg ,Magdeburg,none,"German, English, Other teaching language",6 semesters,Winter semester,,,
123,Bachelor's degree,Expanded Realities (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6195/,Hochschule Darmstadt University of Applied Sciences ,Dieburg,none,English,7 semesters,Winter semester,,,
124,Bachelor's degree,Finance & Management (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7068/,International School of Management (ISM) ,Frankfurt am Main,"5.280,00",English,6 semesters,"Winter semester, Summer semester",,,
125,Bachelor's degree,"Franco-German Bachelor of Arts / Licence in German and French Language, Literature and Culture Mainz-Dijon",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4508/,Johannes Gutenberg University Mainz ,Mainz,none,"German, French",6 semesters,"Winter semester, Summer semester",,,
126,Bachelor's degree,"Gender and Diversity, BA",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4375/,Rhine-Waal University of Applied Sciences ,Kleve,none,English,7 semesters,Winter semester,,,
127,Bachelor's degree,German as a Foreign and Second Language,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3602/,Bielefeld University ,Bielefeld,none,German,6 semesters,"Winter semester, Summer semester",,,
128,Bachelor's degree,German-French-Luxembourgish Study Course in Physics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6887/,Saarland University ,Saarbrücken,none,"German, English, French",6 semesters,Winter semester,,,
129,Bachelor's degree,German-Italian Studies (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3846/,University of Bonn ,Bonn,none,"German, French, Italian, Spanish",6 semesters,Winter semester,,,
130,Bachelor's degree,German-Latin American Studies of Business Administration - CALA,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3911/,FH Münster – University of Applied Sciences ,Münster,none,"German, English, Spanish, Other teaching language",7 semesters,Winter semester,,,
131,Bachelor's degree,Global Business and Economics (Bachelor of Science),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4849/,FH Aachen University of Applied Sciences ,Aachen,none,English,6 semesters,Winter semester,,,
132,Bachelor's degree,Global Economics and Business Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6921/,Technische Hochschule Ingolstadt ,Ingolstadt,none,"German, English, Other teaching language",7 semesters,Winter semester,,,
133,Bachelor's degree,Global Environmental and Sustainability Studies (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5430/,Leuphana University Lüneburg ,Lüneburg,none,English,6 semesters,Winter semester,,,
134,Bachelor's degree,Global Information Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6954/,University of Hildesheim Foundation ,Hildesheim,none,"German, English",8 semesters,Winter semester,,,
135,Bachelor's degree,"Globalisation, Governance and Law (BA)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7129/,Karlshochschule International University ,Karlsruhe,"4.140,00",English,6 semesters,Winter semester,,,
136,Bachelor's degree,Health Informatics (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4822/,Deggendorf Institute of Technology ,Pfarrkirchen,none,English,7 semesters,Winter semester,,,
137,Bachelor's degree,"Health Information Management, Bachelor of Science (Bilingual)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6564/,Hochschule Hannover - University of Applied Sciences and Arts ,Hannover,none,"German, English",8 semesters,"Winter semester, Summer semester",,,
138,Bachelor's degree,Industrial Engineering (BEng),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4668/,Deggendorf Institute of Technology ,Pfarrkirchen,none,English,7 semesters,Winter semester,,,
139,Bachelor's degree,"Industrial Engineering, BSc",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4228/,Rhine-Waal University of Applied Sciences ,Kleve,none,English,7 semesters,Winter semester,,,
140,Bachelor's degree,Informatics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7051/,University of Applied Sciences Zwickau ,Zwickau,none,German,7 semesters,Winter semester,,,
141,Bachelor's degree,"Information and Communication Design, BA",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4221/,Rhine-Waal University of Applied Sciences ,Kamp-Lintfort,none,English,7 semesters,Winter semester,,,
142,Bachelor's degree,"Information Management, Bachelor of Arts (Bilingual)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6563/,Hochschule Hannover - University of Applied Sciences and Arts ,Hannover,none,"German, English",8 semesters,"Winter semester, Summer semester",,,
143,Bachelor's degree,Information Systems (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7070/,International School of Management (ISM) ,Dortmund,"5.280,00",English,6 semesters,"Winter semester, Summer semester",,,
144,Bachelor's degree,Innovative Textiles,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4501/,Hof University of Applied Sciences ,Münchberg,"1.500,00",English,7 semesters,Winter semester,,,
145,Bachelor's degree,Integrated Design (Bachelor of Arts),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4040/,TH Köln (University of Applied Sciences) ,Köln,none,"German, English",7 semesters,Winter semester,,,
146,Bachelor's degree,"Intercultural Theology, Migration and Global Cooperation (ITMGC)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4755/,University of Applied Sciences for Intercultural Theology Hermannsburg ,Hermannsburg,"500,00",English,6 semesters,Winter semester,,,
147,Bachelor's degree,International and European Governance,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4314/,University of Münster ,Münster,varied,"German, English, French",More than 9 semesters,Winter semester,,,
148,Bachelor's degree,International Business & Management (IBM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5651/,Fulda University of Applied Sciences ,Fulda,none,English,7 semesters,Winter semester,,,
149,Bachelor's degree,International Business (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4331/,Karlshochschule International University ,Karlsruhe,"4.140,00",English,6 semesters,Winter semester,,,
150,Bachelor's degree,International Business (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4369/,SRH University Heidelberg ,Heidelberg,"4.020,00",English,6 semesters,Winter semester,,,
151,Bachelor's degree,International Business (BA) full-time,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6358/,OTH Amberg-Weiden ,Weiden in der Oberpfalz,none,English,7 semesters,"Winter semester, Summer semester",,,
152,Bachelor's degree,International Business (Bachelor of Arts),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6562/,htw saar - University of Applied Sciences ,Saarbrücken,none,English,6 semesters,Winter semester,,,
153,Bachelor's degree,"International Business (Bachelor of Science, BSc)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3871/,Reutlingen University ,Reutlingen,varied,English,7 semesters,"Winter semester, Summer semester",,,
154,Bachelor's degree,International Business (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5225/,Hochschule Bonn-Rhein-Sieg ,Sankt Augustin,none,English,7 semesters,Winter semester,,,
155,Bachelor's degree,International Business Administration,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3730/,European University Viadrina ,Frankfurt (Oder),none,"German, English",6 semesters,Winter semester,,,
156,Bachelor's degree,International Business Administration & Entrepreneurship (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4610/,Leuphana University Lüneburg ,Lüneburg,none,English,6 semesters,Winter semester,,,
157,Bachelor's degree,International Business Administration (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3838/,SRH Berlin University of Applied Sciences ,Berlin,"4.500,00",English,7 semesters,"Winter semester, Summer semester",,,
158,Bachelor's degree,"International Business Administration, BA",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4211/,Rhine-Waal University of Applied Sciences ,Kamp-Lintfort,none,English,7 semesters,Winter semester,,,
159,Bachelor's degree,International Business and Economics (IBE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3811/,Otto von Guericke University Magdeburg ,Magdeburg,none,English,6 semesters,Winter semester,,,
160,Bachelor's degree,"International Business and Management, BA",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4210/,Rhine-Waal University of Applied Sciences ,Kleve,none,English,7 semesters,Winter semester,,,
161,Bachelor's degree,International Business Information Systems (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6487/,Furtwangen University ,Furtwangen im Schwarzwald,varied,English,7 semesters,Summer semester,,,
162,Bachelor's degree,International Business Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3831/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,none,English,8 semesters,"Winter semester, Summer semester",,,
163,Bachelor's degree,International Business Management (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5692/,Hochschule Fresenius - University of Applied Sciences ,Köln,"5.370,00",English,6 semesters,"Winter semester, Summer semester",,,
164,Bachelor's degree,International Business Management (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5693/,Hochschule Fresenius - University of Applied Sciences ,Berlin,"5.370,00",English,6 semesters,"Winter semester, Summer semester",,,
165,Bachelor's degree,International Business Management (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5694/,Hochschule Fresenius - University of Applied Sciences ,München,"5.370,00",English,6 semesters,"Winter semester, Summer semester",,,
166,Bachelor's degree,International Business Management (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6958/,Hochschule Fresenius - University of Applied Sciences ,Düsseldorf,"5.370,00",English,6 semesters,"Winter semester, Summer semester",,,
