,course_type,course_name,course_link,uni_name,uni_city,tution_fee,lang_of_instr,dura_of_study,semester_beginning,online_course_elemen,online_subject_el,oline_e_learning_type
642,Master's degree,Master in Meteorology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4703/,Leibniz Universität Hannover ,Hannover,none,English,4 semesters,"Winter semester, Summer semester",,,
643,Master's degree,Master in Molecular and Translational Neuroscience,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4580/,Ulm University ,Ulm,varied,English,4 semesters,Winter semester,,,
644,Master's degree,Master in Molecular Medicine,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6093/,Ulm University ,Ulm,varied,English,4 semesters,Winter semester,,,
645,Master's degree,Master in Quantitative Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4791/,Ludwig-Maximilians-Universität München ,München,none,English,4 semesters,Winter semester,,,
646,Master's degree,Master in Social & Cultural Anthropology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4577/,Universität Hamburg ,Hamburg,none,"German, English",4 semesters,Winter semester,,,
647,Master's degree,Master in Sociology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4267/,Bielefeld University ,Bielefeld,none,English,4 semesters,"Winter semester, Summer semester",,,
648,Master's degree,Master in Sustainable International Agriculture,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4308/,University of Kassel ,Witzenhausen,none,English,4 semesters,Winter semester,,,
649,Master's degree,Master in Toxicology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4697/,University of Potsdam ,Bergholz-Rehbrücke,none,English,4 semesters,Winter semester,,,
650,Master's degree,Master Intercultural German Studies (Master Interkulturelle Germanistik),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4702/,University of Bayreuth ,Bayreuth,none,German,4 semesters,"Winter semester, Summer semester",,,
651,Master's degree,Master International Business and Sustainability (MIBAS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3745/,Universität Hamburg ,Hamburg,none,English,4 semesters,Winter semester,,,
652,Master's degree,Master Language-Interaction-Culture/Sprache-Interaktion-Kultur/Langue-Interaction-Culture,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4179/,University of Bayreuth ,Bayreuth,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
653,Master's degree,Master Materials Science and Engineering (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4873/,FH Münster – University of Applied Sciences ,Steinfurt,none,English,4 semesters,Winter semester,,,
654,Master's degree,Master Mathematics in Science and Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3964/,Technische Universität München ,Garching b. München,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
655,Master's degree,Master Mathematics International,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3756/,Technische Universität Kaiserslautern ,Kaiserslautern,none,English,4 semesters,"Winter semester, Summer semester",,,
656,Master's degree,Master of Architecture Typology (M-ARCH-T),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5410/,Technische Universität Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
657,Master's degree,Master of Artificial Intelligence and Data Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7124/,Deggendorf Institute of Technology ,Deggendorf,none,English,4 semesters,"Winter semester, Summer semester",,,
658,Master's degree,Master of Arts (MA) in Interdisciplinary Latin American Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3890/,Freie Universität Berlin ,Berlin,none,"German, Spanish, Other teaching language, English",4 semesters,Winter semester,,,
659,Master's degree,Master of Arts Anthropology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4633/,Leipzig University ,Leipzig,none,English,4 semesters,Winter semester,,,
660,Master's degree,Master of Arts Computational Linguistics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7021/,Universität Heidelberg ,Heidelberg,varied,English,4 semesters,"Winter semester, Summer semester",,,
661,Master's degree,Master of Arts Human Rights,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4588/,FAU Erlangen-Nürnberg ,Erlangen,,English,3 semesters,Winter semester,,,
662,Master's degree,"Master of Arts in African Verbal and Visual Arts: Languages, Literatures, Media and Art",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4044/,University of Bayreuth ,Bayreuth,none,English,4 semesters,Winter semester,,,
663,Master's degree,Master of Arts in American Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4021/,Leipzig University ,Leipzig,none,English,4 semesters,Winter semester,,,
664,Master's degree,Master of Arts in American Studies (MAS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3818/,Universität Heidelberg ,Heidelberg,varied,English,4 semesters,Winter semester,,,
665,Master's degree,Master of Arts in Childhood Studies and Children's Rights,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7024/,University of Applied Sciences Potsdam ,Potsdam,"1.990,00",English,3 semesters,Winter semester,,,
666,Master's degree,Master of Arts in Contemporary East Asian Studies (MA CEAS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3861/,University of Duisburg-Essen ,Duisburg,none,English,4 semesters,Winter semester,,,
667,Master's degree,Master of Arts in Development Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3848/,Ruhr-Universität Bochum ,Bochum,none,English,3 semesters,Winter semester,,,
668,Master's degree,Master of Arts in Development Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3922/,University of Passau ,Passau,none,English,4 semesters,Winter semester,,,
669,Master's degree,Master of Arts in English Studies / American Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6200/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,"Winter semester, Summer semester",,,
670,Master's degree,Master of Arts in European and East Asian Governance,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4816/,Trier University ,Trier,none,English,4 semesters,Winter semester,,,
671,Master's degree,Master of Arts in European Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3644/,University of Passau ,Passau,none,"German, English, French, Italian, Russian, Spanish, Other teaching language",4 semesters,"Winter semester, Summer semester",,,
672,Master's degree,Master of Arts in European Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6383/,Europa-Universität Flensburg ,Flensburg,none,English,4 semesters,Winter semester,,,
673,Master's degree,Master of Arts in German as a Foreign and Second Language (Master DaFZ),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6081/,University of Kassel ,Kassel,none,German,4 semesters,Winter semester,,,
674,Master's degree,Master of Arts in German as a Foreign and Second Language in the Vietnamese-German Context,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7000/,Leipzig University ,Leipzig,none,"German, English",4 semesters,Winter semester,,,
675,Master's degree,Master of Arts in Governance and Public Policy,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6298/,University of Passau ,Passau,none,German,4 semesters,"Winter semester, Summer semester",,,
676,Master's degree,Master of Arts in Integrated Design,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4057/,Anhalt University of Applied Sciences ,Dessau-Roßlau,"800,00",English,3 semesters,"Winter semester, Summer semester",,,
677,Master's degree,Master of Arts in Intercultural Anglophone Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3702/,University of Bayreuth ,Bayreuth,none,English,4 semesters,"Winter semester, Summer semester",,,
678,Master's degree,Master of Arts in International Business (MA IB),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3826/,Mainz University of Applied Sciences ,Mainz,none,English,4 semesters,Winter semester,,,
679,Master's degree,Master of Arts in International Business and Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3975/,University of Applied Sciences Schmalkalden ,Schmalkalden,none,English,4 semesters,Winter semester,,,
680,Master's degree,Master of Arts in International Cultural and Business Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4017/,University of Passau ,Passau,none,"German, English, Chinese, French, Italian, Russian, Spanish, Other teaching language",4 semesters,"Winter semester, Summer semester",,,
681,Master's degree,Master of Arts in International Economics and Public Policy (MA IEPP),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4408/,Trier University ,Trier,none,English,4 semesters,Winter semester,,,
682,Master's degree,Master of Arts in International Organisations and Crisis Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6932/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,Winter semester,,,
683,Master's degree,Master of Arts in Linguistics/Linguistik,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4522/,University of Freiburg ,Freiburg im Breisgau,varied,"German, English, French, Spanish",4 semesters,Winter semester,,,
684,Master's degree,Master of Arts in Management of Technology Enhanced Learning,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7109/,University of Oldenburg ,Oldenburg,,English,5 semesters,"Winter semester, Summer semester",Online,,
685,Master's degree,Master of Arts in Modern East Asian Studies (MA MEAS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4280/,University of Duisburg-Essen ,Duisburg,none,English,2 semesters,Winter semester,,,
686,Master's degree,Master of Arts in North American Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3606/,Freie Universität Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
687,Master's degree,Master of Arts in Open Design,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4602/,Humboldt-Universität zu Berlin ,Berlin,"1.800,00",English,4 semesters,Summer semester,,,
688,Master's degree,"Master of Arts in Philosophy, Politics, and Economics (MA PPE)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5377/,Witten/Herdecke University ,Witten,"5.448,00",English,4 semesters,Winter semester,,,
689,Master's degree,Master of Arts in Political Economy of European Integration,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5515/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,none,English,3 semesters,Winter semester,,,
690,Master's degree,Master of Arts in Political Science / Master of Arts Politikwissenschaft,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4177/,Universität Heidelberg ,Heidelberg,varied,"German, English",4 semesters,"Winter semester, Summer semester",,,
691,Master's degree,Master of Arts in Social Sciences (Global Studies Programme),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3733/,University of Freiburg ,Freiburg im Breisgau,varied,English,4 semesters,Summer semester,,,
692,Master's degree,Master of Arts in Sustainability in Fashion and Creative Industries,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5618/,Hochschule Fresenius - University of Applied Sciences ,Berlin,"4.350,00",English,3 semesters,Winter semester,,,
693,Master's degree,Master of Arts in Transcultural Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4273/,Universität Heidelberg ,Heidelberg,varied,English,4 semesters,Winter semester,,,
694,Master's degree,Master of Arts InterAmerican Studies / Estudios InterAmericanos,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4102/,Bielefeld University ,Bielefeld,none,"English, Spanish",4 semesters,"Winter semester, Summer semester",,,
695,Master's degree,Master of Arts Psychology with a Clinical Focus,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4681/,International Psychoanalytic University Berlin ,Berlin,"5.900,00",English,4 semesters,Winter semester,,,
696,Master's degree,Master of Arts Sociology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4716/,University of Mannheim ,Mannheim,varied,English,4 semesters,Winter semester,,,
697,Master's degree,Master of Arts: Health and Society in South Asia,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4113/,Universität Heidelberg ,Heidelberg,varied,English,4 semesters,Winter semester,,,
698,Master's degree,Master of Arts: Sociology – European Societies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4081/,Freie Universität Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
699,Master's degree,Master of Automotive Production Engineering (MAPE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4403/,Technische Hochschule Ingolstadt ,Ingolstadt,none,English,3 semesters,Summer semester,,,
700,Master's degree,Master of Aviation Management (AVIMA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3821/,Technical University of Applied Sciences Wildau ,Wildau,"2.750,00",English,4 semesters,Winter semester,,,
701,Master's degree,Master of Biomedical Engineering (BME),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3840/,Furtwangen University ,Villingen-Schwenningen,"1.500,00",English,3 semesters,Winter semester,,,
702,Master's degree,Master of Business Administration (full-time),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3954/,EBS Universität für Wirtschaft und Recht ,Oestrich-Winkel,"7.833,00",English,3 semesters,Other,,,
703,Master's degree,Master of Business Administration (MBA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4328/,Hochschule Darmstadt University of Applied Sciences ,Darmstadt,"5.950,00",English,4 semesters,Winter semester,,,
704,Master's degree,Master of Business Administration (MBA) Renewables,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4296/,Beuth University of Applied Sciences Berlin ,Berlin,"3.200,00",English,5 semesters,Winter semester,Online,,
705,Master's degree,Master of Business Administration (MBA) – European Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5381/,Saarland University ,Saarbrücken,"6.000,00",English,2 semesters,"Winter semester, Summer semester",,,
706,Master's degree,Master of Business Administration and Engineering (MBA&E),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3800/,HTW Berlin ,Berlin,"4.167,00",English,3 semesters,Winter semester,,,
707,Master's degree,Master of Business Administration in International Business Consulting (IBC),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3770/,Offenburg University of Applied Sciences ,Gengenbach,,English,3 semesters,Winter semester,,,
708,Master's degree,Master of Business Administration International Management (MBA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3864/,Pforzheim University ,Pforzheim,"3.950,00",English,4 semesters,"Winter semester, Summer semester",,,
709,Master's degree,Master of Comparative Business Law (Mannheim/Adelaide) / Master of Comparative Business Law (Mannheim),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6939/,University of Mannheim ,Mannheim,"4.250,00",English,2 semesters,Winter semester,,,
710,Master's degree,Master of Data Science (part-time MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7061/,University of Münster ,Münster,"4.250,00",English,4 semesters,"Winter semester, Summer semester",,,
711,Master's degree,Master of Engineering in Paper Technology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3627/,Munich University of Applied Sciences ,München,varied,English,4 semesters,"Winter semester, Summer semester",,,
712,Master's degree,Master of Engineering Management (MEM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6115/,Biberach University of Applied Sciences ,Biberach an der Riß,none,"German, English, Spanish",3 semesters,"Winter semester, Summer semester",,,
713,Master's degree,"Master of European and International Business, Competition and Regulatory Law (MBL-FU)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6880/,Freie Universität Berlin ,Berlin,"4.750,00",English,2 semesters,Winter semester,,,
714,Master's degree,Master of European and International Law (MEIL) Programme (LLM) at the China-EU School of Law,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4578/,Universität Hamburg ,Hamburg,,English,2 semesters,Winter semester,,,
715,Master's degree,Master of European Studies - Governance and Regulation,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3807/,University of Bonn ,Bonn,"3.250,00",English,2 semesters,Winter semester,,,
716,Master's degree,Master of Finance (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4125/,Frankfurt School of Finance & Management ,Frankfurt am Main,"9.125,00",English,4 semesters,Winter semester,,,
717,Master's degree,Master of German Law (LLM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3638/,University of Münster ,Münster,none,German,2 semesters,"Winter semester, Summer semester",,,
718,Master's degree,Master of Global History,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4422/,Freie Universität Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
719,Master's degree,Master of Health Science – Prevention and Health Promotion,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4717/,Technische Universität München ,München,none,English,4 semesters,Winter semester,,,
720,Master's degree,Master of Healthy and Sustainable Buildings (MEng),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5623/,Deggendorf Institute of Technology ,Pfarrkirchen,none,English,4 semesters,Summer semester,,,
721,Master's degree,Master of International Affairs (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4475/,Hertie School ,Berlin,"8.625,00",English,4 semesters,Winter semester,,,
722,Master's degree,Master of International and Development Economics (MIDE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3797/,HTW Berlin ,Berlin,,English,3 semesters,Summer semester,,,
723,Master's degree,Master of International Business and Finance,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6098/,Augsburg University of Applied Sciences ,Augsburg,none,English,3 semesters,Winter semester,,,
724,Master's degree,Master of International Management (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6149/,HTW Dresden - University of Applied Sciences ,Dresden,none,English,3 semesters,Summer semester,,,
725,Master's degree,Master of International Taxation (M.I.Tax),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3649/,Universität Hamburg ,Hamburg,"4.170,00","German, English",3 semesters,Winter semester,,,
726,Master's degree,Master of Landscape Architecture (MLA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4199/,Anhalt University of Applied Sciences ,Bernburg / Saale,"500,00",English,4 semesters,Winter semester,Online,,
727,Master's degree,Master of Law of the Globalised Economy,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4299/,University of Siegen ,Siegen,none,"German, English",4 semesters,Winter semester,,,
728,Master's degree,Master of Laws (LLM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4192/,Universität Hamburg ,Hamburg,none,German,2 semesters,Winter semester,,,
729,Master's degree,Master of Laws (LLM) - International and Comparative Business Law,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4036/,SRH University Heidelberg ,Heidelberg,"4.620,00",English,2 semesters,Summer semester,,,
730,Master's degree,Master of Laws (LLM) in European and Transnational Intellectual Property and Information Technology Law - LIPIT,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4763/,University of Göttingen ,Göttingen,"3.900,00",English,2 semesters,Winter semester,Online,,
731,Master's degree,Master of Laws in Finance (LLM Finance),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3845/,Goethe University Frankfurt ,Frankfurt am Main,"10.000,00",English,2 semesters,Winter semester,,,
732,Master's degree,Master of Laws in German and Russian Law,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5369/,University of Passau ,Passau,none,"German, Russian",4 semesters,Winter semester,,,
733,Master's degree,Master of Laws in German Law for Foreign Graduates,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3641/,University of Passau ,Passau,none,German,2 semesters,Winter semester,,,
734,Master's degree,Master of Laws in Intellectual Property and Competition Law,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3867/,Munich Intellectual Property Law Center ,München,"16.000,00",English,2 semesters,Winter semester,,,
735,Master's degree,"Master of Laws in International Banking, Securities & Finance (for Graduates from Asia)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4394/,Goethe University Frankfurt ,Frankfurt am Main,"9.000,00",English,2 semesters,Winter semester,,,
736,Master's degree,Master of Mathematics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6176/,Karlsruhe Institute of Technology ,Karlsruhe,"1.500,00",English,4 semesters,"Winter semester, Summer semester",,,
737,Master's degree,Master of Media and Communication Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3876/,Technische Universität Ilmenau ,Ilmenau,none,English,3 semesters,"Winter semester, Summer semester",,,
738,Master's degree,Master of Neurosciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4060/,University of Bonn ,Bonn,none,English,4 semesters,Winter semester,,,
739,Master's degree,Master of Peace and Conflict Studies (MA) (International Joint Degree),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3884/,Philipps-Universität Marburg ,Marburg,none,English,4 semesters,Winter semester,,,
740,Master's degree,Master of Physics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4576/,Leibniz Universität Hannover ,Hannover,none,English,4 semesters,"Winter semester, Summer semester",,,
741,Master's degree,Master of Public Health (MPH),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4029/,Hamburg University of Applied Sciences ,Hamburg,"2.400,00",English,3 semesters,"Winter semester, Summer semester",,,
742,Master's degree,Master of Public Management (MPM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4186/,University of Potsdam ,Potsdam,"6.700,00",English,2 semesters,Winter semester,,,
743,Master's degree,Master of Public Policy (MPP),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3726/,University of Erfurt ,Erfurt,"1.600,00",English,4 semesters,Winter semester,,,
744,Master's degree,Master of Public Policy (MPP),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4063/,Hertie School ,Berlin,"8.625,00",English,4 semesters,Winter semester,,,
745,Master's degree,Master of Science (MSc) in Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4461/,University of Bayreuth ,Bayreuth,none,English,4 semesters,"Winter semester, Summer semester",,,
746,Master's degree,Master of Science (MSc) in International Business Studies (MIBS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4166/,FAU Erlangen-Nürnberg ,Nürnberg,none,English,4 semesters,Winter semester,,,
747,Master's degree,Master of Science Biochemistry,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4340/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,Winter semester,,,
748,Master's degree,Master of Science Biomedical Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4813/,Technische Universität Ilmenau ,Ilmenau,none,German,3 semesters,"Winter semester, Summer semester",,,
749,Master's degree,"Master of Science Ecology, Evolution, and Conservation (EEC)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5665/,University of Potsdam ,Potsdam,none,English,4 semesters,"Winter semester, Summer semester",,,
750,Master's degree,"Master of Science Evolution, Ecology and Systematics",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5550/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,Winter semester,,,
751,Master's degree,Master of Science in Advanced Materials,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3792/,Ulm University ,Ulm,varied,English,4 semesters,Winter semester,,,
752,Master's degree,Master of Science in Aerospace Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3965/,Technische Universität München ,Singapore,,English,4 semesters,Winter semester,,,
753,Master's degree,Master of Science in Aerospace Engineering (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3854/,FH Aachen University of Applied Sciences ,Aachen,none,"English, German",3 semesters,"Winter semester, Summer semester",,,
754,Master's degree,Master of Science in AgriGenomics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4289/,Kiel University ,Kiel,none,English,4 semesters,Winter semester,,,
755,Master's degree,Master of Science in Applied Neurosciences in Sports & Exercise,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4779/,Paderborn University ,Paderborn,none,English,4 semesters,Winter semester,,,
756,Master's degree,Master of Science in Applied Physics (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4723/,University of Freiburg ,Freiburg im Breisgau,varied,English,4 semesters,"Winter semester, Summer semester",,,
757,Master's degree,Master of Science in Applied Statistics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4679/,Trier University ,Trier,none,English,4 semesters,"Winter semester, Summer semester",,,
758,Master's degree,Master of Science in Automotive Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4599/,RWTH Aachen University ,Aachen,none,English,3 semesters,Winter semester,,,
759,Master's degree,Master of Science in Biochemistry,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4609/,Freie Universität Berlin ,Berlin,none,English,4 semesters,"Winter semester, Summer semester",,,
760,Master's degree,Master of Science in Bioinformatics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4724/,Freie Universität Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
761,Master's degree,Master of Science in Biomedical Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3754/,FH Aachen University of Applied Sciences ,Jülich,none,English,4 semesters,"Winter semester, Summer semester",,,
762,Master's degree,Master of Science in Biomedical Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6892/,Universität Heidelberg ,Mannheim,varied,English,4 semesters,Winter semester,,,
763,Master's degree,Master of Science in Biophysics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6114/,Ulm University ,Ulm,varied,English,4 semesters,Winter semester,,,
764,Master's degree,Master of Science in Biotechnology (MBT),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5240/,Offenburg University of Applied Sciences ,Offenburg,varied,English,3 semesters,Winter semester,,,
765,Master's degree,Master of Science in Business Administration,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6100/,Humboldt-Universität zu Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
766,Master's degree,Master of Science in Business Administration,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7077/,University of Passau ,Passau,none,German,4 semesters,"Winter semester, Summer semester",,,
767,Master's degree,Master of Science in Business Informatics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4418/,University of Mannheim ,Mannheim,varied,English,4 semesters,"Winter semester, Summer semester",,,
768,Master's degree,Master of Science in Business Mathematics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5322/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,"Winter semester, Summer semester",,,
769,Master's degree,Master of Science in Cartography,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4200/,Technische Universität München ,München,,English,4 semesters,Winter semester,,,
770,Master's degree,Master of Science in Chemical Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4692/,Ulm University ,Ulm,varied,English,4 semesters,"Winter semester, Summer semester",,,
771,Master's degree,Master of Science in Chemistry,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3706/,Freie Universität Berlin ,Berlin,none,English,4 semesters,"Winter semester, Summer semester",,,
772,Master's degree,Master of Science in Chemistry,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3780/,University of Siegen ,Siegen,none,English,4 semesters,Winter semester,,,
773,Master's degree,Master of Science in Chemistry of Materials,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5303/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,Winter semester,,,
774,Master's degree,Master of Science in Climate Physics: Meteorology and Physical Oceanography,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4114/,Kiel University ,Kiel,none,English,4 semesters,Winter semester,,,
775,Master's degree,Master of Science in Cognitive Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4486/,Technische Universität Kaiserslautern ,Kaiserslautern,none,English,4 semesters,Winter semester,,,
776,Master's degree,Master of Science in Cognitive Systems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4581/,Ulm University ,Ulm,varied,English,4 semesters,Winter semester,,,
