,course_type,course_name,course_link,uni_name,uni_city,tution_fee,lang_of_instr,dura_of_study,semester_beginning,online_course_elemen,online_subject_el,oline_e_learning_type
217,Master's degree,Economic Policy and Quantitative Methods (EPQM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7014/,University of Potsdam ,Potsdam,none,English,4 semesters,Winter semester,,,
218,Master's degree,Economic Research,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6359/,University of Cologne ,Köln,none,English,4 semesters,Winter semester,,,
219,Master's degree,Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5441/,University of Cologne ,Köln,none,English,4 semesters,Winter semester,,,
220,Master's degree,Economics (Master of Science),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4042/,University of Konstanz ,Konstanz,varied,English,4 semesters,Winter semester,,,
221,Master's degree,"Economics (MSc) with Double Degree Option: Honours BSc, Adelaide or MSc, Nottingham",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4371/,University of Tübingen ,Tübingen,varied,English,4 semesters,Winter semester,,,
222,Master's degree,Economics and Finance (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4372/,University of Tübingen ,Tübingen,varied,English,4 semesters,Winter semester,,,
223,Master's degree,"Economics and Finance, MSc",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4226/,Rhine-Waal University of Applied Sciences ,Kleve,none,English,3 semesters,"Winter semester, Summer semester",,,
224,Master's degree,Economics and Institutions (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4055/,Philipps-Universität Marburg ,Marburg,none,English,4 semesters,"Winter semester, Summer semester",,,
225,Master's degree,Economics of the Middle East (EMEA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4024/,Philipps-Universität Marburg ,Marburg,none,English,4 semesters,Winter semester,,,
226,Master's degree,Economics: Data Science and Policy,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7036/,Martin Luther University Halle-Wittenberg ,Halle (Saale),none,English,4 semesters,Winter semester,,,
227,Master's degree,Ecosystem Services,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4802/,Technische Universität Dresden ,Zittau,none,English,4 semesters,Winter semester,,,
228,Master's degree,Ecotoxicology (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4302/,University of Koblenz-Landau ,Landau in der Pfalz,none,English,4 semesters,Winter semester,,,
229,Master's degree,Electric Vehicle Propulsion and Control (E-PiCo),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7067/,Kiel University ,Kiel,,English,4 semesters,Winter semester,,,
230,Master's degree,Electrical and Microsystems Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4587/,OTH Regensburg ,Regensburg,none,English,3 semesters,"Winter semester, Summer semester",,,
231,Master's degree,Electrical Communication Engineering (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3759/,University of Kassel ,Kassel,none,English,3 semesters,"Winter semester, Summer semester",,,
232,Master's degree,Electrical Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4140/,Kempten University of Applied Sciences ,Kempten (Allgäu),none,English,3 semesters,"Winter semester, Summer semester",,,
233,Master's degree,Electrical Engineering (EE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4594/,University of Rostock ,Rostock,none,English,4 semesters,"Winter semester, Summer semester",,,
234,Master's degree,Electrical Engineering / Maestría en Diseño de Sistemas Electrónicos aplicados a la Agronomía,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4470/,Hochschule Bonn-Rhein-Sieg ,Sankt Augustin,none,"German, Spanish",4 semesters,Summer semester,,,
235,Master's degree,Electrical Engineering and Embedded Systems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4201/,University of Applied Sciences Ravensburg-Weingarten ,Weingarten,"1.500,00",English,3 semesters,Winter semester,,,
236,Master's degree,Electrical Engineering and Information Technology (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3833/,Deggendorf Institute of Technology ,Deggendorf,none,English,3 semesters,"Winter semester, Summer semester",,,
237,Master's degree,Electrical Engineering and Information Technology - International Master of Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3980/,Hochschule Darmstadt University of Applied Sciences ,Darmstadt,none,English,4 semesters,Winter semester,,,
238,Master's degree,Electrical Engineering MSc,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6926/,University of Stuttgart ,Stuttgart,varied,English,4 semesters,"Winter semester, Summer semester",,,
239,Master's degree,Electrical Power Engineering – Master's Study Programme,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3699/,RWTH Aachen University ,Aachen,none,English,4 semesters,"Winter semester, Summer semester",,,
240,Master's degree,"Elite Graduate Programme in East European Studies (Ludwig-Maximilians-Universität München, Universität Regensburg)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4207/,Ludwig-Maximilians-Universität München ,München,none,"German, English",4 semesters,Winter semester,,,
241,Master's degree,Elite Master of Science in Neuroengineering (MSNE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4670/,Technische Universität München ,München,none,English,4 semesters,Winter semester,,,
242,Master's degree,Elite Master's Programme: Human Biology – Principles of Health and Disease,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5344/,Ludwig-Maximilians-Universität München ,München,none,English,4 semesters,Winter semester,,,
243,Master's degree,Embedded Systems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4493/,Chemnitz University of Technology ,Chemnitz,none,English,4 semesters,Winter semester,,,
244,Master's degree,Embedded Systems (ESY),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3590/,Technische Universität Kaiserslautern ,Kaiserslautern,none,English,3 semesters,"Winter semester, Summer semester",,,
245,Master's degree,Embedded Systems (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3923/,Saarland University ,Saarbrücken,none,English,4 semesters,"Winter semester, Summer semester",,,
246,Master's degree,Embedded Systems Design,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4399/,University of Applied Sciences Bremerhaven ,Bremerhaven,none,English,3 semesters,Summer semester,,,
247,Master's degree,Embedded Systems Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6252/,University of Duisburg-Essen ,Duisburg,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
248,Master's degree,EMerald Master's Course in Resources Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5349/,TU Bergakademie Freiberg ,Freiberg,varied,English,4 semesters,Winter semester,,,
249,Master's degree,"Empirical Political and Social Research (Franco-German), MA",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3836/,University of Stuttgart ,Stuttgart,varied,"German, English, French",4 semesters,Winter semester,,,
250,Master's degree,Energy and Environmental Management in Developing Countries (MEng),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6085/,Europa-Universität Flensburg ,Flensburg,none,English,4 semesters,Winter semester,,,
251,Master's degree,"Energy Engineering & Management (MSc, Executive) at the HECTOR School",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4551/,Karlsruhe Institute of Technology ,Karlsruhe,"7.500,00",English,4 semesters,Winter semester,,,
252,Master's degree,Energy Management (MBA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4545/,Technische Universität Berlin ,Berlin,"6.000,00",English,3 semesters,Winter semester,,,
253,Master's degree,"Engineering and International Business – Focus on Renewable Energy, Water and Waste Management (MEng)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4832/,SRH Berlin University of Applied Sciences ,Berlin,"6.450,00",English,4 semesters,"Winter semester, Summer semester",,,
254,Master's degree,"Engineering and Sustainable Technology Management - Focus on Industry 4.0: Automation, Robotics & 3D Manufacturing (MEng)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6362/,SRH Berlin University of Applied Sciences ,Berlin,"6.450,00",English,4 semesters,"Winter semester, Summer semester",,,
255,Master's degree,Engineering and Sustainable Technology Management - Focus on Mobility and Automotive Industry (MEng),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6361/,SRH Berlin University of Applied Sciences ,Berlin,"6.450,00",English,4 semesters,"Winter semester, Summer semester",,,
256,Master's degree,Engineering and Sustainable Technology Management — Focus on Civil Engineering: Smart Building Infrastructure (MEng),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6364/,SRH Berlin University of Applied Sciences ,Berlin,"6.450,00",English,4 semesters,"Winter semester, Summer semester",,,
257,Master's degree,Engineering Geohazards (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6919/,RWTH Aachen University ,Aachen,none,English,4 semesters,Winter semester,,,
258,Master's degree,Engineering of Socio-Technical Systems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7040/,University of Oldenburg ,Oldenburg,none,English,4 semesters,Winter semester,,,
259,Master's degree,English and American Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4263/,Osnabrück University ,Osnabrück,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
260,Master's degree,English and American Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6889/,University of Augsburg ,Augsburg,none,English,4 semesters,"Winter semester, Summer semester",,,
261,Master's degree,English Linguistics (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4286/,Universität Regensburg ,Regensburg,none,English,4 semesters,Winter semester,,,
262,Master's degree,"English: Language, Literatures and Cultures",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4334/,University of Göttingen ,Göttingen,none,English,4 semesters,"Winter semester, Summer semester",,,
263,Master's degree,Entrepreneurship (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4357/,SRH Berlin University of Applied Sciences ,Berlin,"6.450,00",English,4 semesters,"Winter semester, Summer semester",,,
264,Master's degree,Entrepreneurship and Digital Transformation,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6972/,Munich University of Applied Sciences ,München,none,English,3 semesters,Winter semester,,,
265,Master's degree,Entrepreneurship and SME Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6964/,University of Siegen ,Siegen,none,"English, German",4 semesters,"Winter semester, Summer semester",,,
266,Master's degree,Environment and Resources Management with Focus on Latin America and the Caribbean (Double Degree Master's Programme between Mexico and Germany),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3985/,TH Köln (University of Applied Sciences) ,Köln,none,"English, Spanish",4 semesters,Winter semester,,,
267,Master's degree,Environmental and Resource Management (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3681/,Brandenburg University of Technology Cottbus-Senftenberg ,Cottbus,none,English,4 semesters,Winter semester,,,
268,Master's degree,Environmental Chemistry (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4766/,University of Bayreuth ,Bayreuth,none,English,4 semesters,Winter semester,,,
269,Master's degree,Environmental Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3809/,Hamburg University of Technology ,Hamburg,none,English,4 semesters,Winter semester,,,
270,Master's degree,Environmental Geography,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5246/,University of Bayreuth ,Bayreuth,none,English,4 semesters,Winter semester,,,
271,Master's degree,Environmental Governance (MEG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3734/,University of Freiburg ,Freiburg im Breisgau,"1.500,00",English,4 semesters,Winter semester,,,
272,Master's degree,Environmental Protection and Agricultural Food Production (EnviroFood),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3787/,University of Hohenheim ,Stuttgart,varied,English,4 semesters,Winter semester,,,
273,Master's degree,"Environmental Science - Soil, Water and Biodiversity (EnvEuro)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4564/,University of Hohenheim ,Stuttgart,varied,English,4 semesters,Winter semester,,,
274,Master's degree,Environmental Sciences (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4548/,University of Koblenz-Landau ,Landau in der Pfalz,none,English,4 semesters,Winter semester,,,
275,Master's degree,Environmental Toxicology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6258/,University of Duisburg-Essen ,Essen,none,English,4 semesters,Winter semester,,,
276,Master's degree,"Erasmus Mundus Master of Euroculture: Society, Politics and Culture in a Global Context - Master's Programme of Excellence",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3707/,University of Göttingen ,Göttingen,varied,English,4 semesters,Winter semester,,,
277,Master's degree,ERASMUS Mundus Master's Programme EUROPHOTONICS (EMMC),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4327/,Karlsruhe Institute of Technology ,Karlsruhe,none,English,4 semesters,Winter semester,,,
278,Master's degree,Erasmus+ Joint Master's Degree Programme in Mechatronic and Micro-Mechatronic Systems EU4M,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4105/,Karlsruhe University of Applied Sciences ,Karlsruhe,varied,"German, English",4 semesters,Winter semester,,,
279,Master's degree,Esslingen MBA in International Industrial Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5426/,Esslingen University of Applied Sciences ,Esslingen am Neckar,"1.200,00",English,3 semesters,Winter semester,,,
280,Master's degree,Ethics of Textual Cultures,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6907/,FAU Erlangen-Nürnberg ,Erlangen,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
281,Master's degree,Euro Hydroinformatics and Water Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3680/,Brandenburg University of Technology Cottbus-Senftenberg ,Cottbus,none,English,4 semesters,Winter semester,,,
282,Master's degree,Euromasters – MA Contemporary European Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3943/,Humboldt-Universität zu Berlin ,Berlin,"2.750,00","German, English",4 semesters,Winter semester,,,
283,Master's degree,European and International Energy Law (MBL),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4544/,Technische Universität Berlin ,Berlin,"5.000,00",English,2 semesters,Winter semester,,,
284,Master's degree,European Economics (MSc) - Double Degree with Italy or England,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4184/,University of Tübingen ,Tübingen,varied,English,4 semesters,Winter semester,,,
285,Master's degree,European Joint Master's Programme in English and American Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3905/,University of Bamberg ,Bamberg,none,English,4 semesters,Winter semester,,,
286,Master's degree,European Legal Informatics Study Programme (EULISP),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3693/,Leibniz Universität Hannover ,Hannover,none,"English, German",2 semesters,Winter semester,,,
287,Master's degree,European Legal Practice LLM Joint Degree,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3692/,Leibniz Universität Hannover ,Hannover,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
288,Master's degree,European Management (Master's Degree),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6105/,Technical University of Applied Sciences Wildau ,Wildau,none,English,4 semesters,Winter semester,,,
289,Master's degree,"European Management (MSc) - Double Degree with France, Italy, or England",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4428/,University of Tübingen ,Tübingen,varied,"German, English, French, Italian",4 semesters,Winter semester,,,
290,Master's degree,European Master in Business Studies (EMBS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4091/,University of Kassel ,Kassel,"1.250,00",English,4 semesters,Winter semester,,,
291,Master's degree,European Master in Classical Cultures (EMCC),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4052/,University of Münster ,Münster,none,"German, English, French, Italian, Spanish, Other teaching language",4 semesters,Winter semester,,,
292,Master's degree,European Master in Embedded Computing Systems (EMECS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4131/,Technische Universität Kaiserslautern ,Kaiserslautern,,English,4 semesters,Winter semester,,,
293,Master's degree,European Master in Law & Economics (EMLE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3640/,Universität Hamburg ,Hamburg,,English,2 semesters,Winter semester,,,
294,Master's degree,European Master in Lexicography / Europäischer Master für Lexikographie,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4582/,FAU Erlangen-Nürnberg ,Erlangen,"4.500,00","German, English",4 semesters,Winter semester,,,
295,Master's degree,European Master Medical Technology and Healthcare Business (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5433/,Hamburg University of Applied Sciences ,Hamburg,varied,English,4 semesters,Winter semester,,,
296,Master's degree,European Master's in Project Management (EuroMPM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3996/,Dortmund University of Applied Sciences and Arts ,Dortmund,none,English,4 semesters,Winter semester,,,
297,Master's degree,European Master's Programme in Language and Communication Technologies (LCT),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3934/,Saarland University ,Saarbrücken,"2.125,00",English,4 semesters,Winter semester,,,
298,Master's degree,European Studies (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3986/,Otto von Guericke University Magdeburg ,Magdeburg,none,English,4 semesters,Winter semester,,,
299,Master's degree,European Studies and European Legal Studies (MA/LLM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6263/,Universität Hamburg ,Hamburg,"4.250,00",English,2 semesters,Winter semester,,,
300,Master's degree,European Urban Studies (EUS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3679/,Bauhaus-Universität Weimar ,Weimar,none,English,4 semesters,Winter semester,,,
301,Master's degree,European Wind Energy Master (EWEM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4444/,University of Oldenburg ,Oldenburg,,English,4 semesters,Winter semester,,,
302,Master's degree,European-American Studies (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4284/,Universität Regensburg ,Regensburg,none,English,4 semesters,Winter semester,,,
303,Master's degree,Evolution and Ecology (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4608/,University of Tübingen ,Tübingen,varied,"German, English",4 semesters,Winter semester,,,
304,Master's degree,"Evolution, Ecology and Systematics (Master of Science)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4033/,Ludwig-Maximilians-Universität München ,München,none,English,4 semesters,Winter semester,,,
305,Master's degree,Executive Master of Public Administration (Executive MPA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4123/,Hertie School ,Berlin,"17.250,00",English,2 semesters,Winter semester,,,
306,Master's degree,Executive MBA,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4431/,Technische Universität München ,München,"9.750,00",English,4 semesters,"Winter semester, Summer semester",,,
307,Master's degree,Executive MBA (EMBA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4135/,ESMT Berlin ,Berlin,"19.167,00",English,3 semesters,Winter semester,,,
308,Master's degree,Executive MBA (part-time),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4542/,Frankfurt School of Finance & Management ,Frankfurt am Main,"15.833,00",English,3 semesters,Winter semester,,,
309,Master's degree,Executive MBA General Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7074/,SRH Berlin University of Applied Sciences ,Berlin,"7.500,00",English,2 semesters,"Winter semester, Summer semester",,,
310,Master's degree,Executive MBA in Business & IT,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4432/,Technische Universität München ,München,"9.750,00",English,4 semesters,"Winter semester, Summer semester",,,
311,Master's degree,Executive MBA in Innovation & Business Creation (MBA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4089/,Technische Universität München ,Garching b. München,"9.750,00",English,4 semesters,Winter semester,,,
312,Master's degree,Expanded Media,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4677/,Hochschule Darmstadt University of Applied Sciences ,Dieburg,none,English,3 semesters,"Winter semester, Summer semester",,,
313,Master's degree,Experimental Geosciences (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3925/,University of Bayreuth ,Bayreuth,none,English,4 semesters,"Winter semester, Summer semester",,,
314,Master's degree,"FACT - Finance, Accounting, Controlling & Taxation",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5517/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,none,"German, English",3 semesters,Winter semester,,,
315,Master's degree,FAME+ Master of Science in Functional Advanced Materials and Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5413/,TU Darmstadt ,Darmstadt,varied,English,4 semesters,Winter semester,,,
316,Master's degree,"Film, Television and Digital Narratives (MA)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7011/,SRH Berlin University of Applied Sciences ,Berlin,"4.800,00",English,4 semesters,"Winter semester, Summer semester",,,
317,Master's degree,Finance (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5262/,International School of Management (ISM) ,Dortmund,"6.180,00",English,4 semesters,Winter semester,,,
318,Master's degree,Financial Economics (FINEC),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3594/,Otto von Guericke University Magdeburg ,Magdeburg,none,English,4 semesters,Winter semester,,,
319,Master's degree,Financial Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5321/,Technische Universität Kaiserslautern ,Kaiserslautern,"1.990,00",English,6 semesters,Winter semester,,,
320,Master's degree,Financial Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6177/,Technische Universität Kaiserslautern ,Kaiserslautern,,,,,Online,"Mathematics, Natural Sciences in general",Not specified
321,Master's degree,"Financial Engineering (MSc, Executive) at the HECTOR School",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4552/,Karlsruhe Institute of Technology ,Karlsruhe,"7.500,00",English,4 semesters,Winter semester,,,
322,Master's degree,Financial Services Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4583/,Kaiserslautern University of Applied Sciences ,Zweibrücken,none,English,3 semesters,"Winter semester, Summer semester",,,
323,Master's degree,FOKUS Life Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5364/,Julius-Maximilians-Universität Würzburg ,Würzburg,none,English,4 semesters,Winter semester,,,
324,Master's degree,Food Biotechnology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4454/,University of Hohenheim ,Stuttgart,varied,English,4 semesters,Winter semester,,,
325,Master's degree,Food Quality and Safety,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6927/,University of Bayreuth ,Kulmbach,none,English,4 semesters,"Winter semester, Summer semester",,,
326,Master's degree,Food Science and Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4456/,University of Hohenheim ,Stuttgart,varied,English,4 semesters,Winter semester,,,
327,Master's degree,Forest and Ecosystem Sciences (FES),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6505/,University of Göttingen ,Göttingen,none,English,4 semesters,Winter semester,,,
328,Master's degree,Forest Information Technology (FIT),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3724/,University for Sustainable Development Eberswalde ,Eberswalde,none,English,4 semesters,Winter semester,,,
329,Master's degree,Forestry System Transformation,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5427/,University for Sustainable Development Eberswalde ,Eberswalde,none,English,4 semesters,Winter semester,,,
330,Master's degree,"Franco-German Master of Arts in German Studies / Master Recherche Études Germaniques, Mainz-Dijon",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4624/,Johannes Gutenberg University Mainz ,Mainz,none,"German, French",4 semesters,"Winter semester, Summer semester",,,
331,Master's degree,Frankfurt MBA,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4536/,Frankfurt School of Finance & Management ,Frankfurt am Main,,English,3 semesters,Winter semester,,,
332,Master's degree,Full-time Master of Business Administration (MBA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7108/,ESMT Berlin ,Berlin,"21.750,00",English,2 semesters,Other,,,
333,Master's degree,Full-Time MBA in Digitalisation & Industrial Change,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7123/,RWTH Aachen University ,Aachen,"10.000,00",English,3 semesters,Winter semester,,,
334,Master's degree,Functional Materials MSc,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4650/,Philipps-Universität Marburg ,Marburg,none,English,4 semesters,"Winter semester, Summer semester",,,
335,Master's degree,Game Development and Research (Master of Arts),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4247/,TH Köln (University of Applied Sciences) ,Köln,none,English,4 semesters,Winter semester,,,
336,Master's degree,General Management (MBA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4729/,Hof University of Applied Sciences ,Hof,"3.150,00",English,4 semesters,"Winter semester, Summer semester",,,
337,Master's degree,General Management (MBA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7090/,International School of Management (ISM) ,München,,English,3 semesters,Winter semester,,,
338,Master's degree,General Management (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4480/,University of Tübingen ,Tübingen,varied,"German, English",3 semesters,Winter semester,,,
339,Master's degree,General Management and Leadership (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5615/,SRH University Heidelberg ,Heidelberg,"4.620,00",English,4 semesters,Winter semester,,,
340,Master's degree,Geodesy and Geoinformatics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4562/,Leibniz Universität Hannover ,Hannover,none,English,4 semesters,"Winter semester, Summer semester",,,
341,Master's degree,Geodesy and Geoinformatics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4750/,Neubrandenburg University of Applied Sciences ,Neubrandenburg,none,English,3 semesters,"Winter semester, Summer semester",,,
342,Master's degree,Geodetic Engineering MSc,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7030/,University of Bonn ,Bonn,none,English,4 semesters,Winter semester,,,
343,Master's degree,Geography of Environmental Risks and Human Security (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4342/,University of Bonn ,Bonn,none,English,4 semesters,Winter semester,,,
344,Master's degree,Geoinformatics (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3877/,University of Münster ,Münster,none,English,4 semesters,"Winter semester, Summer semester",,,
345,Master's degree,Geomatics Engineering - GEOENGINE,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3776/,University of Stuttgart ,Stuttgart,varied,English,4 semesters,Winter semester,,,
346,Master's degree,Geomatics for Mineral Resource Management (MGMRM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6283/,TU Bergakademie Freiberg ,Freiberg,none,English,4 semesters,"Winter semester, Summer semester",,,
347,Master's degree,Geospatial Technologies (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3862/,University of Münster ,Münster,varied,English,3 semesters,Winter semester,,,
348,Master's degree,German as a Foreign Language (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4002/,Philipps-Universität Marburg ,Marburg,none,German,4 semesters,Winter semester,,,
349,Master's degree,German as a Foreign Language and German Linguistics and Literature,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4270/,Bielefeld University ,Bielefeld,none,German,4 semesters,"Winter semester, Summer semester",,,
350,Master's degree,German as a Foreign Language – online (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4370/,Philipps-Universität Marburg ,Marburg,none,German,4 semesters,"Winter semester, Summer semester",Online,,
